company_name,channel,submission_time,attachments,previous_interactions,day_of_week,subscription_tier,contract_value,account_age_months,open_tickets,account_manager,subscribed_modules,avg_resolution_customer,avg_resolution_tier,issue_type,product_area,linked_ticket_count,is_vip,self_declared_p1,is_urgent,resolution_time
InsightlySoft,web_form,2025-07-10 10:01:37,1,1,5,Pro,1862.99,20,0,AM_8,"Security,Billing,Integration",61.77103506,33.82894168,How-To,Analytics,0,0,0,0,65.5
InsightlySoft,chat,2025-06-16 8:01:37,1,1,2,Pro,576.21,27,1,AM_10,"Collaboration,Security",45.25746697,32.05241824,How-To,Analytics,0,0,0,0,54.1
GlobalFinance Corp,chat,2025-07-07 0:01:37,1,3,2,Pro,5417.06,27,1,AM_1,"Integration,Collaboration",37.53226965,35.25279752,How-To,Integration,0,0,1,1,40.9
GlobalFinance Corp,web_form,2025-07-09 10:01:37,0,3,4,Basic,5146.71,7,1,AM_13,"Integration,Billing",55.42165341,45.38491321,Performance,Analytics,0,0,1,1,73.1
InsightlySoft,web_form,2025-07-06 0:01:37,1,1,1,Pro,123.04,54,3,AM_14,Billing,43.22761277,41.01222757,How-To,Security,0,0,0,0,33.3
InsightlySoft,email,2025-06-27 12:01:37,1,6,6,Basic,3707.84,24,1,AM_0,"Collaboration,Integration",44.24571963,36.36933587,Other,Security,0,0,0,0,42.3
InsightlySoft,web_form,2025-07-03 1:01:37,0,2,5,Pro,500.01,59,0,AM_0,Billing,56.57279938,44.37571022,Feature Request,Billing,1,1,0,1,61.8
GlobalFinance Corp,web_form,2025-07-04 5:01:37,2,1,6,Basic,2827.6,8,0,AM_8,Security,57.84695634,25.74057138,Performance,Collaboration,1,0,0,0,57.1
GlobalFinance Corp,web_form,2025-07-13 23:01:37,2,6,1,Basic,3096.81,3,1,AM_11,Analytics,34.53967338,31.38127258,Performance,Collaboration,1,0,0,0,33.3
GlobalFinance Corp,email,2025-06-15 2:01:37,0,3,1,Basic,3283.07,11,1,AM_16,"Analytics,Collaboration",47.19801048,32.08214517,Bug,Integration,0,0,0,0,41.8
GlobalFinance Corp,web_form,2025-07-09 2:01:37,1,1,4,Enterprise,383.83,36,1,AM_14,Security,33.50722631,45.03196097,Performance,Analytics,0,0,0,1,29.1
InsightlySoft,web_form,2025-07-05 11:01:37,1,2,7,Enterprise,2736.27,2,1,AM_3,"Integration,Collaboration",43.69722565,38.21517819,How-To,Analytics,0,0,0,1,58.5
InsightlySoft,email,2025-07-14 15:01:37,0,2,2,Enterprise,315.63,1,1,AM_4,Security,40.09600547,55.8523924,Performance,Analytics,0,0,0,1,37.6
InsightlySoft,web_form,2025-07-04 22:01:37,1,4,6,Pro,4106,7,1,AM_13,Billing,58.52551247,42.69634066,Performance,Analytics,0,0,0,0,65.6
InsightlySoft,web_form,2025-06-25 9:01:37,1,3,4,Enterprise,197.6,24,0,AM_5,"Collaboration,Analytics",37.06305078,30.48890362,Other,Analytics,0,1,0,1,57.1
GlobalFinance Corp,email,2025-07-05 6:01:37,4,3,7,Pro,4254.11,12,0,AM_5,Integration,53.44644944,43.78415094,Other,Security,0,0,0,0,72.8
GlobalFinance Corp,chat,2025-06-17 12:01:37,0,5,3,Basic,6449.4,8,0,AM_18,"Security,Collaboration,Integration",45.02421156,30.53198499,Performance,Integration,0,0,0,0,59
InsightlySoft,email,2025-06-23 23:01:37,1,1,2,Enterprise,1063.78,13,2,AM_0,Billing,32.03407216,32.70943012,How-To,Billing,0,0,0,1,41.2
InsightlySoft,web_form,2025-06-23 1:01:37,1,3,2,Pro,4519.18,6,0,AM_8,"Integration,Billing",39.7533342,35.36656333,Other,Billing,1,0,0,0,37.7
GlobalFinance Corp,web_form,2025-06-15 12:01:37,2,5,1,Pro,1621.39,39,0,AM_0,"Collaboration,Security,Billing",35.01710598,38.64731264,Feature Request,Security,0,0,1,1,36.4
InsightlySoft,web_form,2025-06-16 13:01:37,0,3,2,Enterprise,4794.21,24,2,AM_3,"Collaboration,Analytics",39.81062651,37.7731265,Other,Analytics,0,0,1,1,48.9
GlobalFinance Corp,email,2025-07-08 23:01:37,1,3,3,Enterprise,3477.5,52,2,AM_15,Security,37.91339337,37.74774127,Bug,Analytics,1,0,0,1,57.2
InsightlySoft,web_form,2025-07-03 6:01:37,0,2,5,Basic,1023.84,24,1,AM_4,"Analytics,Integration",44.69949372,28.20373826,Bug,Collaboration,0,0,1,1,49
InsightlySoft,web_form,2025-07-02 15:01:37,0,4,4,Basic,646.02,38,1,AM_15,Security,57.58480486,35.97439315,Performance,Billing,0,1,0,1,74.7
InsightlySoft,email,2025-07-12 13:01:37,4,4,7,Pro,7386.22,44,0,AM_13,"Analytics,Integration,Security",39.48407338,38.4952595,Performance,Collaboration,0,0,0,1,50.1
InsightlySoft,chat,2025-06-16 3:01:37,1,4,2,Basic,5478.66,7,1,AM_8,"Security,Integration",36.6758195,42.91333584,How-To,Billing,0,0,0,0,28.3
InsightlySoft,chat,2025-07-10 4:01:37,0,0,5,Enterprise,3235.56,10,1,AM_13,"Collaboration,Analytics,Integration",41.95531746,32.26884511,Feature Request,Collaboration,0,0,0,1,60.9
InsightlySoft,web_form,2025-06-14 23:01:37,0,4,7,Enterprise,1289.45,30,2,AM_15,"Billing,Integration,Security",44.97839233,13.99184568,How-To,Analytics,0,0,0,1,59.5
InsightlySoft,email,2025-06-17 18:01:37,2,2,3,Pro,2142.86,39,1,AM_5,Billing,40.21604751,44.97138717,How-To,Analytics,0,0,0,0,33.1
GlobalFinance Corp,web_form,2025-07-14 14:01:37,2,2,2,Pro,2448.41,24,2,AM_16,"Collaboration,Analytics",35.05052963,40.54408921,Bug,Analytics,0,0,0,0,31
GlobalFinance Corp,email,2025-06-16 23:01:37,1,5,2,Basic,270,27,0,AM_0,"Analytics,Collaboration",55.52780061,25.33899367,Feature Request,Integration,1,0,0,0,54.1
GlobalFinance Corp,email,2025-06-16 6:01:37,2,3,2,Enterprise,10751.81,30,1,AM_17,"Security,Analytics",53.76609311,24.19024444,Feature Request,Collaboration,0,0,0,1,68
GlobalFinance Corp,chat,2025-07-12 19:01:37,0,2,7,Enterprise,288.94,15,0,AM_10,"Integration,Billing,Security",47.01152349,41.29412616,Other,Integration,1,0,0,1,45.4
GlobalFinance Corp,chat,2025-07-10 20:01:37,2,5,5,Basic,3836.99,53,1,AM_10,Analytics,63.08585319,33.58057981,Performance,Integration,1,0,1,1,70.6
InsightlySoft,email,2025-06-21 10:01:37,2,2,7,Basic,2036.56,2,0,AM_11,"Collaboration,Billing,Integration",72.73301595,24.63463774,Performance,Collaboration,1,0,0,1,71.5
InsightlySoft,web_form,2025-07-05 21:01:37,2,1,7,Basic,4279.83,8,1,AM_1,"Analytics,Integration",61.27504462,27.485726,Bug,Analytics,0,1,0,1,76
GlobalFinance Corp,chat,2025-06-26 14:01:37,0,3,5,Pro,907.09,17,1,AM_15,Collaboration,26.96715293,34.87304145,Bug,Security,0,0,0,0,28
InsightlySoft,web_form,2025-06-23 14:01:37,0,3,2,Basic,1508.13,48,1,AM_9,Security,51.11726285,29.93410759,Other,Billing,0,0,0,0,57.2
GlobalFinance Corp,chat,2025-06-17 15:01:37,3,1,3,Basic,2236.49,13,0,AM_13,Integration,40.16208213,32.00055175,Other,Collaboration,2,0,0,0,50.7
GlobalFinance Corp,chat,2025-07-06 5:01:37,0,3,1,Basic,386,18,1,AM_6,Collaboration,44.42014821,36.61604491,How-To,Analytics,0,0,0,0,35.4
InsightlySoft,web_form,2025-06-28 21:01:37,0,1,7,Pro,5728.33,21,0,AM_7,Analytics,31.98167312,44.36791503,Performance,Integration,0,0,0,0,27.5
InsightlySoft,chat,2025-07-11 17:01:37,2,4,6,Enterprise,14316.34,36,1,AM_9,"Integration,Billing",50.62669398,40.60922133,Other,Analytics,2,0,0,1,63.4
InsightlySoft,chat,2025-06-23 6:01:37,0,3,2,Pro,1621.73,12,1,AM_9,"Security,Collaboration",65.31362724,37.80036246,Feature Request,Collaboration,0,0,1,1,70.9
GlobalFinance Corp,web_form,2025-07-11 14:01:37,2,4,6,Pro,1418.74,43,2,AM_9,"Billing,Integration",47.34931948,47.31204378,How-To,Collaboration,1,0,0,0,62.6
InsightlySoft,chat,2025-07-11 13:01:37,1,3,6,Basic,2704.8,2,0,AM_13,"Integration,Security",58.15824009,28.484627,How-To,Billing,1,0,0,0,59.9
GlobalFinance Corp,chat,2025-06-27 16:01:37,0,6,6,Pro,3500.69,20,1,AM_18,"Security,Analytics,Collaboration",51.439392,35.52632083,Performance,Billing,0,0,0,0,54.1
GlobalFinance Corp,chat,2025-06-19 4:01:37,0,1,5,Basic,6087.99,23,1,AM_8,Security,55.6311379,31.17485664,Performance,Collaboration,0,0,0,0,49.5
GlobalFinance Corp,web_form,2025-07-10 8:01:37,1,3,5,Basic,1399.9,21,0,AM_16,Security,25.3044453,34.93920982,Performance,Billing,0,0,0,0,24.7
InsightlySoft,email,2025-06-21 19:01:37,0,5,7,Basic,4342.31,31,2,AM_18,"Billing,Security",52.31608644,35.63804113,Bug,Integration,0,0,0,0,50
InsightlySoft,web_form,2025-06-24 22:01:37,0,2,3,Basic,823.63,16,1,AM_1,"Collaboration,Integration",56.48481744,30.87330891,Performance,Analytics,0,0,0,0,64.7
GlobalFinance Corp,email,2025-07-03 7:01:37,3,3,5,Basic,3422.51,13,1,AM_14,Analytics,65.03546714,33.00725836,Bug,Security,1,0,1,1,84.3
InsightlySoft,chat,2025-07-11 2:01:37,0,2,6,Pro,1886.27,4,0,AM_5,"Analytics,Security,Integration",33.60365675,41.37501235,Other,Analytics,1,0,0,0,33.1
InsightlySoft,email,2025-07-11 13:01:37,0,5,6,Basic,3251.29,2,0,AM_15,"Analytics,Collaboration,Integration",64.41078216,35.12509798,Feature Request,Analytics,0,0,1,1,74
InsightlySoft,web_form,2025-07-11 13:01:37,0,0,6,Pro,1433.18,50,0,AM_16,Billing,44.69696983,12.79014749,Feature Request,Collaboration,0,0,0,0,50.1
GlobalFinance Corp,web_form,2025-06-26 8:01:37,1,1,5,Pro,1045.86,1,4,AM_9,"Integration,Security",49.88809599,41.57892237,How-To,Security,1,0,0,0,48.7
GlobalFinance Corp,chat,2025-06-22 6:01:37,2,3,1,Basic,1996.54,26,2,AM_11,Billing,57.43839962,40.35939914,How-To,Billing,1,0,0,0,69.2
InsightlySoft,email,2025-07-04 13:01:37,0,3,6,Pro,6764.32,30,0,AM_11,"Billing,Collaboration",57.25015825,25.79607305,How-To,Billing,0,1,0,1,73.4
GlobalFinance Corp,chat,2025-06-20 16:01:37,1,4,6,Enterprise,3370.42,54,0,AM_18,Billing,30.77079333,48.15895299,Feature Request,Analytics,0,0,0,1,39.8
InsightlySoft,chat,2025-06-28 20:01:37,0,4,7,Basic,2837.6,38,2,AM_5,Security,49.16042459,34.01035537,How-To,Collaboration,0,0,0,0,25.7
InsightlySoft,web_form,2025-06-14 21:01:37,1,4,7,Pro,3817.45,20,1,AM_1,"Security,Analytics",37.40657497,44.09488089,Bug,Security,0,0,0,0,43.1
InsightlySoft,email,2025-06-21 0:01:37,0,5,7,Basic,3918.15,25,1,AM_17,Billing,48.54177985,36.33759321,How-To,Collaboration,1,0,0,0,49.8
InsightlySoft,email,2025-06-15 1:01:37,2,3,1,Basic,1047.58,52,2,AM_6,Analytics,41.91815596,32.1116729,Other,Security,0,1,0,1,46.8
GlobalFinance Corp,email,2025-07-08 20:01:37,0,4,3,Basic,794.78,19,2,AM_4,"Security,Collaboration,Analytics",31.39618762,39.10043586,How-To,Security,0,0,0,0,42.1
GlobalFinance Corp,email,2025-06-29 10:01:37,1,0,1,Basic,2134.74,27,0,AM_7,"Billing,Integration,Collaboration",37.86860419,31.8188247,Bug,Billing,0,1,0,1,46.4
GlobalFinance Corp,chat,2025-07-11 6:01:37,1,4,6,Pro,479.93,10,1,AM_11,"Integration,Billing",53.61123443,34.77028472,Feature Request,Analytics,0,0,1,1,63.4
InsightlySoft,chat,2025-07-08 19:01:37,0,4,3,Basic,1931.59,41,1,AM_0,Billing,51.47048637,23.42556991,Feature Request,Billing,0,0,0,0,57.1
InsightlySoft,web_form,2025-06-30 2:01:37,2,1,2,Pro,3543.16,17,1,AM_14,"Security,Analytics,Integration",36.99486288,33.56682844,Feature Request,Collaboration,0,0,0,0,47.5
InsightlySoft,chat,2025-06-22 1:01:37,0,5,1,Pro,22.31,47,1,AM_12,"Security,Analytics",42.25624846,26.12839473,Bug,Billing,1,0,0,0,49.8
GlobalFinance Corp,chat,2025-07-08 10:01:37,0,2,3,Enterprise,353.47,2,0,AM_9,"Integration,Security,Analytics",50.47695263,35.94910379,Feature Request,Analytics,0,1,0,1,47.5
InsightlySoft,web_form,2025-07-08 4:01:37,0,2,3,Pro,9822.67,17,2,AM_17,"Analytics,Collaboration,Security",50.91180264,40.02420916,Performance,Integration,0,0,0,1,57.1
GlobalFinance Corp,web_form,2025-06-26 4:01:37,2,3,5,Basic,7890.85,7,0,AM_17,Analytics,54.76390475,36.42439407,How-To,Billing,0,0,0,1,76.2
GlobalFinance Corp,web_form,2025-06-17 13:01:37,3,4,3,Pro,1623.42,16,0,AM_6,"Billing,Collaboration,Security",50.31236808,43.42462184,Bug,Collaboration,0,0,1,1,69.9
GlobalFinance Corp,chat,2025-07-02 3:01:37,0,4,4,Pro,2675.03,49,0,AM_14,"Security,Billing,Integration",53.91062162,51.82394939,How-To,Analytics,0,0,0,0,51.3
GlobalFinance Corp,chat,2025-06-18 18:01:37,1,2,4,Enterprise,506.29,27,1,AM_4,Collaboration,47.3437565,35.11537011,Other,Collaboration,0,0,0,1,58
GlobalFinance Corp,web_form,2025-06-17 10:01:37,3,1,3,Pro,1205.97,59,0,AM_4,"Billing,Analytics",52.99741821,36.61018617,How-To,Security,1,0,0,0,46.8
GlobalFinance Corp,web_form,2025-06-26 0:01:37,1,5,5,Pro,4724.13,1,3,AM_0,Collaboration,64.04785311,30.75730398,Bug,Analytics,0,0,0,0,59.6
InsightlySoft,web_form,2025-07-05 10:01:37,1,4,7,Pro,5813.13,22,1,AM_5,Analytics,63.71693544,20.87061731,Performance,Security,1,1,0,1,88.8
InsightlySoft,chat,2025-07-12 23:01:37,2,5,7,Basic,1559.06,22,0,AM_15,"Analytics,Security",48.36717779,37.08237772,Performance,Analytics,1,0,0,0,55.1
GlobalFinance Corp,chat,2025-07-03 18:01:37,2,3,5,Pro,1117.77,27,0,AM_7,"Billing,Analytics,Security",36.29686058,41.45770994,Feature Request,Integration,0,0,0,0,30.4
GlobalFinance Corp,email,2025-07-14 15:01:37,1,3,2,Pro,3434.11,16,0,AM_3,Analytics,61.44360304,36.1405183,Performance,Integration,1,0,0,1,74.3
InsightlySoft,chat,2025-06-18 5:01:37,2,2,4,Basic,3796.51,53,0,AM_12,Collaboration,24.50324542,29.45245936,Other,Analytics,0,0,0,0,28.8
GlobalFinance Corp,chat,2025-07-03 14:01:37,0,3,5,Pro,12369.53,36,3,AM_18,Security,53.20153669,28.25500229,Other,Security,0,0,0,1,65.8
GlobalFinance Corp,chat,2025-06-19 22:01:37,1,1,5,Basic,3585.32,16,1,AM_9,"Billing,Collaboration",52.85046096,25.88710154,How-To,Security,0,0,0,0,46.9
InsightlySoft,web_form,2025-07-14 2:01:37,0,2,2,Enterprise,823.96,24,0,AM_16,Collaboration,48.47810748,35.14303416,Other,Collaboration,0,0,0,1,60.8
GlobalFinance Corp,chat,2025-06-30 20:01:37,1,4,2,Enterprise,185.58,35,1,AM_19,Security,51.96304236,27.98536055,Bug,Analytics,0,0,0,1,49
GlobalFinance Corp,web_form,2025-06-25 10:01:37,0,2,4,Pro,893.62,33,1,AM_17,"Security,Integration",34.79617551,45.26294611,Feature Request,Security,0,0,0,0,37.1
GlobalFinance Corp,email,2025-07-12 7:01:37,1,5,7,Pro,771.08,17,1,AM_4,"Billing,Security,Collaboration",37.49150518,42.04863584,Other,Analytics,1,0,0,0,41.8
InsightlySoft,email,2025-07-07 9:01:37,0,4,2,Enterprise,292.29,5,2,AM_11,Integration,35.19854523,44.38603319,Feature Request,Integration,0,0,0,1,35.9
InsightlySoft,web_form,2025-07-12 3:01:37,0,2,7,Basic,1763.05,35,1,AM_0,"Integration,Collaboration,Billing",36.42745702,46.20800186,Feature Request,Security,0,0,1,1,45.1
InsightlySoft,web_form,2025-06-21 9:01:37,2,4,7,Basic,1019.62,19,0,AM_0,"Integration,Security",40.96753459,32.97239242,How-To,Security,0,0,0,0,35
GlobalFinance Corp,web_form,2025-07-01 23:01:37,0,1,3,Basic,7774.43,43,0,AM_2,"Collaboration,Security,Integration",46.22864346,42.66856594,Bug,Integration,0,0,0,1,53.2
GlobalFinance Corp,chat,2025-07-04 12:01:37,0,4,6,Basic,1552.09,47,0,AM_6,"Analytics,Billing",57.9752578,33.94078443,How-To,Collaboration,0,0,0,0,40.3
InsightlySoft,email,2025-07-02 17:01:37,0,2,4,Enterprise,6277.38,34,2,AM_10,"Security,Billing",67.56201347,34.03660464,Other,Analytics,0,0,0,1,65.3
GlobalFinance Corp,web_form,2025-06-30 22:01:37,2,7,2,Basic,1099.02,32,1,AM_19,"Security,Analytics,Billing",39.71825182,34.38592555,Other,Analytics,1,1,1,1,53.7
GlobalFinance Corp,chat,2025-06-22 19:01:37,0,3,1,Pro,5342.29,25,1,AM_14,"Analytics,Billing,Security",47.24794871,29.4293816,Feature Request,Analytics,1,0,0,0,53.8
GlobalFinance Corp,email,2025-07-04 3:01:37,0,2,6,Basic,1818.24,59,0,AM_2,Integration,48.98619138,34.88101181,Performance,Analytics,0,0,0,0,43.7
GlobalFinance Corp,chat,2025-06-19 14:01:37,2,6,5,Basic,98.68,22,2,AM_7,"Integration,Billing",39.10580815,34.99926976,Feature Request,Billing,0,0,0,0,38.2
GlobalFinance Corp,email,2025-06-23 12:01:37,2,1,2,Basic,2002.17,39,1,AM_2,"Integration,Analytics,Billing",43.37481713,41.36868424,Bug,Integration,0,0,0,0,43.2
InsightlySoft,chat,2025-06-14 20:01:37,0,2,7,Basic,771.53,50,1,AM_12,Collaboration,64.92341373,34.23864805,Performance,Collaboration,0,1,0,1,84.9
GlobalFinance Corp,email,2025-06-19 12:01:37,2,4,5,Basic,1102.09,27,2,AM_1,"Security,Collaboration",59.97152139,31.65995522,Performance,Integration,0,0,0,0,65.1
InsightlySoft,email,2025-06-25 11:01:37,3,7,4,Enterprise,3459.43,33,1,AM_2,Analytics,61.20448038,41.52337731,Performance,Analytics,0,1,1,1,84.9
GlobalFinance Corp,chat,2025-07-06 11:01:37,1,5,1,Basic,2261.91,8,3,AM_18,Analytics,53.53188987,28.76537842,Other,Billing,0,0,0,0,70.4
InsightlySoft,web_form,2025-07-03 11:01:37,2,2,5,Basic,6584.22,30,3,AM_14,"Collaboration,Analytics",56.48319609,34.93842158,Bug,Billing,0,0,0,0,61.8
GlobalFinance Corp,email,2025-06-21 12:01:37,2,4,7,Pro,8244.49,48,0,AM_14,Collaboration,51.63488051,41.28538798,Other,Integration,0,1,0,1,73.5
InsightlySoft,web_form,2025-07-12 2:01:37,1,5,7,Basic,3522.83,26,1,AM_19,"Collaboration,Security,Integration",63.98392249,42.59774842,Feature Request,Security,0,0,0,0,51.7
GlobalFinance Corp,chat,2025-07-05 4:01:37,2,2,7,Enterprise,5975.07,15,1,AM_6,Collaboration,18.81906729,46.52625088,Feature Request,Collaboration,0,0,0,1,36.7
InsightlySoft,web_form,2025-07-04 9:01:37,0,2,6,Enterprise,651.02,36,3,AM_2,Analytics,37.05450011,39.19939011,Feature Request,Billing,0,0,0,1,51.5
GlobalFinance Corp,web_form,2025-07-04 12:01:37,1,1,6,Enterprise,247.78,45,2,AM_16,"Billing,Analytics",33.2156681,36.92074236,Feature Request,Analytics,0,0,1,1,53.5
InsightlySoft,web_form,2025-06-20 7:01:37,0,1,6,Enterprise,1214.76,57,1,AM_1,"Integration,Security,Billing",41.17634257,48.7348448,Other,Security,0,0,0,1,47.7
GlobalFinance Corp,web_form,2025-07-08 5:01:37,1,3,3,Basic,1182.31,12,0,AM_15,"Security,Integration,Billing",48.52833953,29.34688294,Performance,Collaboration,1,0,0,0,67.5
InsightlySoft,web_form,2025-06-15 12:01:37,0,4,1,Pro,3281.7,41,3,AM_10,"Integration,Billing,Collaboration",46.55887484,42.27984771,Bug,Analytics,0,0,0,0,49.5
InsightlySoft,email,2025-06-21 6:01:37,4,2,7,Pro,5504.5,45,0,AM_8,"Billing,Collaboration,Integration",39.46548109,37.02856634,How-To,Integration,0,0,0,0,35.6
GlobalFinance Corp,email,2025-07-11 2:01:37,0,1,6,Pro,1056.69,43,1,AM_10,Collaboration,49.69405624,18.77657458,How-To,Billing,0,1,0,1,70
GlobalFinance Corp,email,2025-07-01 17:01:37,0,1,3,Basic,1658.97,12,0,AM_4,"Collaboration,Security,Analytics",51.45919506,48.78431382,Feature Request,Integration,0,0,1,1,52.5
InsightlySoft,chat,2025-07-12 0:01:37,4,5,7,Basic,332.65,4,2,AM_12,"Security,Analytics,Billing",53.28718772,29.5272024,Other,Security,1,0,0,0,57.2
GlobalFinance Corp,web_form,2025-06-17 4:01:37,1,1,3,Pro,1596.87,58,3,AM_18,"Analytics,Collaboration",55.61911893,58.78993075,Feature Request,Billing,1,0,0,0,46.7
InsightlySoft,email,2025-07-13 22:01:37,0,2,1,Basic,723.96,3,0,AM_12,"Analytics,Security,Integration",41.76030206,37.22863928,Other,Analytics,0,0,0,0,28.5
InsightlySoft,chat,2025-07-13 9:01:37,0,2,1,Basic,1446.01,37,1,AM_1,"Integration,Security",58.01485046,28.37150338,Performance,Security,0,0,0,0,68.5
InsightlySoft,email,2025-06-21 12:01:37,1,1,7,Basic,929.16,38,1,AM_1,"Security,Integration,Analytics",47.2767255,42.41554936,Bug,Collaboration,0,0,0,0,45.4
GlobalFinance Corp,email,2025-07-11 17:01:37,1,4,6,Pro,4962.2,32,0,AM_7,Security,55.52972038,32.90578001,Feature Request,Analytics,0,1,0,1,62.7
InsightlySoft,web_form,2025-06-30 11:01:37,0,2,2,Enterprise,12.21,26,2,AM_4,"Analytics,Integration,Billing",41.68434127,36.52113769,Bug,Collaboration,1,0,0,1,53
InsightlySoft,chat,2025-07-09 5:01:37,1,2,4,Pro,1240.68,4,1,AM_10,"Security,Integration",65.16373003,40.44940527,Performance,Billing,0,1,0,1,85
GlobalFinance Corp,web_form,2025-07-12 11:01:37,1,2,7,Enterprise,10444.2,1,0,AM_1,"Collaboration,Security,Billing",53.04355102,36.86067497,How-To,Collaboration,0,0,1,1,67
GlobalFinance Corp,web_form,2025-07-12 5:01:37,1,4,7,Basic,3408.87,55,1,AM_5,Collaboration,49.12593661,36.10823769,Feature Request,Billing,1,0,0,0,47.9
GlobalFinance Corp,email,2025-06-23 2:01:37,3,8,2,Basic,4437.43,5,0,AM_11,"Security,Analytics",35.87233282,32.00835272,How-To,Collaboration,0,0,0,0,34.9
GlobalFinance Corp,web_form,2025-07-03 10:01:37,0,2,5,Basic,5895.63,2,1,AM_5,Security,58.86708489,18.7640685,Bug,Integration,0,0,0,0,49.8
InsightlySoft,chat,2025-07-04 12:01:37,0,3,6,Pro,1347.52,46,2,AM_15,"Security,Integration,Billing",37.15123385,39.10021739,Bug,Integration,0,1,0,1,60.2
InsightlySoft,web_form,2025-07-07 10:01:37,0,3,2,Enterprise,204.66,11,2,AM_18,"Collaboration,Security,Analytics",70.17190216,40.52770372,How-To,Security,0,0,0,1,95.4
InsightlySoft,web_form,2025-06-18 14:01:37,2,0,4,Basic,1586.41,9,0,AM_17,"Integration,Billing",55.32743867,52.45354853,Performance,Collaboration,0,0,0,0,45.7
InsightlySoft,web_form,2025-07-01 13:01:37,0,3,3,Pro,3172.75,8,0,AM_8,Integration,34.95496615,42.67096955,Bug,Billing,1,0,0,0,42.3
GlobalFinance Corp,email,2025-06-15 9:01:37,0,3,1,Pro,1389.88,58,0,AM_16,Security,50.13126515,27.84903871,Other,Analytics,0,0,0,0,52.4
InsightlySoft,chat,2025-06-17 4:01:37,4,7,3,Pro,1784.32,39,0,AM_19,"Billing,Analytics",67.67089449,19.62347735,Bug,Billing,1,0,0,0,66.9
InsightlySoft,email,2025-07-09 7:01:37,0,3,4,Basic,5237.56,15,2,AM_16,"Analytics,Collaboration,Billing",47.86451651,17.34017425,Bug,Integration,0,0,0,0,49.6
GlobalFinance Corp,email,2025-07-10 12:01:37,0,2,5,Basic,110.73,9,0,AM_2,"Integration,Security,Collaboration",44.41756445,36.38732422,Other,Analytics,0,0,1,1,42.8
InsightlySoft,email,2025-07-01 20:01:37,0,0,3,Basic,1222.65,42,2,AM_14,Collaboration,51.10856678,40.99652653,Bug,Collaboration,1,0,0,0,50
InsightlySoft,email,2025-07-02 14:01:37,3,5,4,Basic,2010.71,50,2,AM_9,"Collaboration,Security",40.45351152,39.41921643,Performance,Integration,1,0,0,0,36.1
InsightlySoft,email,2025-06-24 3:01:37,0,2,3,Pro,1066.54,30,2,AM_18,Collaboration,61.34174289,38.64926337,Other,Collaboration,0,0,0,0,74.1
InsightlySoft,chat,2025-06-29 17:01:37,0,2,1,Basic,1770.85,29,0,AM_4,"Security,Analytics,Integration",39.43734822,47.09505381,Bug,Integration,0,0,0,0,38.7
InsightlySoft,web_form,2025-06-30 16:01:37,2,3,2,Pro,1541.31,51,1,AM_12,"Analytics,Integration,Security",52.31935252,39.1277306,Other,Collaboration,1,0,0,0,55.3
InsightlySoft,email,2025-06-20 15:01:37,2,2,6,Basic,7727.47,25,1,AM_3,Billing,60.50693091,28.49233383,Bug,Integration,0,0,0,1,71.1
GlobalFinance Corp,email,2025-07-14 8:01:37,1,1,2,Basic,2038.46,22,0,AM_13,"Security,Analytics,Integration",48.56225166,31.5045336,Bug,Security,1,0,0,0,44.6
GlobalFinance Corp,chat,2025-07-12 17:01:37,3,5,7,Pro,1940.63,34,1,AM_19,"Security,Collaboration,Analytics",60.90984019,39.68470316,Feature Request,Billing,0,0,0,0,58.8
InsightlySoft,chat,2025-06-24 11:01:37,1,2,3,Pro,881.05,22,2,AM_6,"Collaboration,Billing",46.11380753,37.69055641,Bug,Billing,0,0,0,0,48.1
InsightlySoft,web_form,2025-06-18 19:01:37,0,2,4,Basic,142.29,46,0,AM_5,"Security,Billing",36.73636077,35.67296418,Feature Request,Collaboration,0,0,0,0,28.3
GlobalFinance Corp,chat,2025-07-01 9:01:37,2,4,3,Enterprise,1067.79,30,0,AM_10,"Analytics,Billing",55.42266055,32.27441598,Bug,Collaboration,0,0,0,1,73.9
InsightlySoft,web_form,2025-06-21 1:01:37,0,1,7,Basic,82.76,53,3,AM_10,"Collaboration,Analytics,Billing",51.36827845,28.79891459,Performance,Analytics,0,0,0,0,47.6
InsightlySoft,email,2025-06-18 17:01:37,0,1,4,Pro,5259.48,10,0,AM_17,"Integration,Analytics",38.41591348,49.47431005,How-To,Analytics,0,0,0,0,38.4
InsightlySoft,email,2025-07-09 5:01:37,1,3,4,Basic,685.55,5,5,AM_6,Security,47.13407928,28.62595863,Feature Request,Billing,1,0,0,0,53.4
GlobalFinance Corp,web_form,2025-06-20 11:01:37,0,1,6,Basic,7263.89,5,0,AM_18,"Integration,Security,Billing",38.25322574,31.3129973,How-To,Billing,0,0,0,1,50.7
InsightlySoft,chat,2025-07-11 7:01:37,1,2,6,Enterprise,6510.36,2,3,AM_2,Analytics,47.93800812,36.43298347,How-To,Security,0,0,0,1,56
GlobalFinance Corp,web_form,2025-07-12 9:01:37,2,5,7,Enterprise,3278.15,30,3,AM_8,"Integration,Billing,Collaboration",70.82345903,38.94257921,Performance,Collaboration,0,0,0,1,73.9
InsightlySoft,chat,2025-06-29 2:01:37,2,3,1,Basic,5953.35,22,1,AM_13,Integration,57.58952598,37.92865849,Performance,Collaboration,1,0,0,0,58.1
