company_name,channel,submission_time,attachments,previous_interactions,day_of_week,subscription_tier,contract_value,account_age_months,open_tickets,account_manager,subscribed_modules,avg_resolution_customer,avg_resolution_tier,issue_type,product_area,linked_ticket_count,is_vip,self_declared_p1,is_urgent,resolution_time,hour,is_business_hours,avg_resolution_by_hour,avg_resolution_by_day,peak_hour,customer_priority_score,customer_open_ticket_ratio,customer_segment,customer_importance,urgency_resolve_ratio,experience_adjusted_priority,submission_hour,is_peak_hour,routing_score
InsightlySoft,web_form,2025-06-27 03:01:37,1,4,4,Pro,457.77,5,0,AM_0,"Collaboration,Security,Billing",52.50613447,37.71527203,Feature Request,Analytics,1,0,0,0,44.6,3,0,54.14031413612565,53.43489425981873,0,0.017174075426069163,0.0,Low,0.017174075426069163,0.0,0.08587037713034582,3,0,0.04293518856517291
GlobalFinance Corp,email,2025-06-19 12:01:37,3,5,3,Basic,310.01,14,1,AM_15,"Security,Collaboration,Billing",58.17427153,42.56478393,How-To,Security,1,0,0,0,51.7,12,1,54.15106382978723,54.38695014662757,0,0.011630589865731048,0.5,Low,0.011630589865731048,0.0,0.06978353919438629,12,1,0.33489176959719313
InsightlySoft,chat,2025-07-07 12:01:37,0,5,0,Enterprise,798.65,45,0,AM_3,"Integration,Analytics",71.00900593,28.86618808,Feature Request,Security,0,0,0,1,90.5,12,1,54.15106382978723,54.49318181818182,0,1.029962809574743,0.0,Low,0.029962809574743076,0.01092896174863388,0.17977685744845845,12,1,0.41174635222149697
InsightlySoft,email,2025-06-16 13:01:37,1,3,0,Enterprise,569.97,33,1,AM_7,"Collaboration,Security,Integration",56.17317007,30.16889248,Bug,Collaboration,1,1,0,1,81.5,13,1,55.283884297520665,54.49318181818182,1,3.0213834628101375,0.5,Medium,2.0213834628101375,0.012121212121212121,8.08553385124055,13,1,4.367009349862699
InsightlySoft,email,2025-07-09 23:01:37,0,3,2,Basic,1142.03,43,2,AM_1,"Collaboration,Analytics,Security",80.09528691,31.49859437,How-To,Collaboration,0,1,1,1,99.3,23,0,54.82280701754386,54.19294294294294,1,3.042845335777429,2.0,Medium,3.042845335777429,0.009970089730807577,12.171381343109717,23,0,6.105630851016474
GlobalFinance Corp,chat,2025-07-05 14:01:37,1,5,5,Basic,4114.86,44,4,AM_13,"Billing,Collaboration,Integration",54.24372462,30.3403732,Bug,Billing,1,0,1,1,55.0,14,1,53.275252525252526,54.57093791281373,0,1.1543764685490856,2.0,Low,1.1543764685490856,0.017857142857142856,6.926258811294513,14,1,3.798843691361542
GlobalFinance Corp,web_form,2025-07-13 11:01:37,0,3,6,Basic,129.8,38,0,AM_8,"Security,Collaboration",60.20004133,34.25958817,Bug,Billing,0,0,0,0,64.1,11,1,55.90837696335078,54.45521472392638,1,0.004869683444314345,0.0,Low,0.004869683444314345,0.0,0.01947873377725738,11,1,0.3097393668886287
GlobalFinance Corp,email,2025-06-22 23:01:37,1,2,6,Enterprise,229.88,12,2,AM_13,"Billing,Integration",44.65638726,35.90367899,Performance,Billing,1,0,0,1,65.2,23,0,54.82280701754386,54.45521472392638,1,1.0086243669505315,1.0,Low,0.008624366950531445,0.015105740181268881,0.025873100851594333,23,0,0.04314803078833493
GlobalFinance Corp,web_form,2025-06-30 11:01:37,2,3,0,Basic,2492.57,3,3,AM_13,"Collaboration,Integration,Security",33.72808582,35.90369083,Feature Request,Security,0,0,0,0,35.7,11,1,55.90837696335078,54.49318181818182,1,0.09351330402769342,3.0,Low,0.09351330402769342,0.0,0.3740532161107737,11,1,0.48702660805538683
InsightlySoft,web_form,2025-06-29 01:01:37,2,1,6,Basic,2203.53,40,0,AM_11,"Integration,Collaboration,Billing",22.97602345,39.66995001,Performance,Security,0,0,0,0,19.1,1,0,53.35205479452055,54.45521472392638,0,0.08266944191101686,0.0,Low,0.08266944191101686,0.0,0.1653388838220337,1,0,0.08266944191101686
GlobalFinance Corp,chat,2025-07-09 08:01:37,0,4,2,Basic,1927.79,29,2,AM_10,"Collaboration,Analytics",56.83806504,33.28795617,Performance,Integration,1,0,0,0,49.1,8,1,53.45117370892019,54.19294294294294,0,0.07232455352168529,1.0,Low,0.07232455352168529,0.0,0.3616227676084265,8,0,0.18081138380421324
InsightlySoft,chat,2025-06-19 01:01:37,2,5,3,Basic,2176.45,22,0,AM_0,"Security,Billing",43.13980826,27.66329985,Feature Request,Analytics,0,0,0,0,49.1,1,0,53.35205479452055,54.38695014662757,0,0.0816534863819565,0.0,Low,0.0816534863819565,0.0,0.489920918291739,1,0,0.2449604591458695
InsightlySoft,web_form,2025-06-22 07:01:37,3,3,6,Pro,4064.84,34,0,AM_0,Analytics,44.60127214,28.45108694,How-To,Integration,0,0,0,0,41.4,7,0,55.015846994535515,54.45521472392638,1,0.15249987713240926,0.0,Low,0.15249987713240926,0.0,0.609999508529637,7,0,0.3049997542648185
GlobalFinance Corp,email,2025-07-14 16:01:37,0,3,0,Basic,2574.87,6,1,AM_10,Billing,44.45057486,40.00075748,Feature Request,Analytics,1,0,0,0,44.1,16,1,54.52608695652174,54.49318181818182,1,0.09660093844577562,0.5,Low,0.09660093844577562,0.0,0.3864037537831025,16,1,0.49320187689155126
GlobalFinance Corp,web_form,2025-07-10 13:01:37,1,1,3,Pro,1831.79,35,1,AM_19,"Integration,Analytics,Billing",41.33215221,29.90620165,Other,Collaboration,0,0,0,0,55.6,13,1,55.283884297520665,54.38695014662757,1,0.06872293864761612,1.0,Low,0.06872293864761612,0.0,0.13744587729523225,13,1,0.3687229386476161
GlobalFinance Corp,email,2025-06-22 13:01:37,3,2,6,Pro,255.86,39,0,AM_14,"Billing,Integration",64.57150192,39.0981199,How-To,Security,1,0,0,0,55.4,13,1,55.283884297520665,54.45521472392638,1,0.009599053975826412,0.0,Low,0.009599053975826412,0.0,0.028797161927479237,13,1,0.3143985809637396
GlobalFinance Corp,email,2025-07-12 08:01:37,1,2,5,Pro,11039.3,16,2,AM_8,"Collaboration,Analytics",39.17907316,39.81641937,Performance,Integration,0,0,0,1,37.2,8,1,53.45117370892019,54.57093791281373,0,1.4141594487428302,2.0,Low,0.41415944874283006,0.026178010471204185,1.24247834622849,8,0,0.6735951940566534
GlobalFinance Corp,chat,2025-06-28 13:01:37,0,6,5,Pro,820.68,31,0,AM_19,"Analytics,Integration",52.88994942,44.34340923,Bug,Security,0,0,0,0,65.9,13,1,55.283884297520665,54.57093791281373,1,0.030789305154698736,0.0,Low,0.030789305154698736,0.0,0.21552513608289114,13,1,0.40776256804144556
GlobalFinance Corp,email,2025-06-15 22:01:37,2,5,6,Enterprise,6101.29,49,1,AM_16,"Billing,Security,Analytics",52.88935265,28.64101474,Bug,Integration,1,0,1,1,66.5,22,0,54.11608040201005,54.45521472392638,0,1.2289010084896816,0.5,Low,1.2289010084896816,0.014814814814814815,7.37340605093809,22,0,3.716332655098675
GlobalFinance Corp,email,2025-06-30 13:01:37,0,4,0,Pro,1429.16,44,0,AM_9,Collaboration,33.15693466,29.31624774,Performance,Billing,0,0,1,1,44.7,13,1,55.283884297520665,54.49318181818182,1,1.0536175407648405,0.0,Low,1.0536175407648405,0.02188183807439825,5.268087703824202,13,1,2.977807528060897
GlobalFinance Corp,web_form,2025-07-13 22:01:37,2,6,6,Pro,3455.44,15,0,AM_14,"Security,Integration",53.76725744,42.93707809,How-To,Analytics,0,1,0,1,64.4,22,0,54.11608040201005,54.45521472392638,0,3.129637126046391,0.0,Medium,2.129637126046391,0.015290519877675839,14.907459882324737,22,0,7.48431098091772
InsightlySoft,chat,2025-07-04 03:01:37,2,4,4,Pro,1816.12,46,1,AM_11,"Collaboration,Integration",36.50190725,21.20960204,Other,Billing,0,0,0,0,23.8,3,0,54.14031413612565,53.43489425981873,0,0.06813505005306754,1.0,Low,0.06813505005306754,0.0,0.3406752502653377,3,0,0.17033762513266884
GlobalFinance Corp,email,2025-07-01 13:01:37,1,1,1,Basic,1311.62,1,2,AM_4,Security,47.09739069,40.94322137,How-To,Security,0,0,0,0,50.6,13,1,55.283884297520665,54.71074626865671,1,0.049207813553402,2.0,Low,0.049207813553402,0.0,0.098415627106804,13,1,0.34920781355340197
GlobalFinance Corp,email,2025-07-13 04:01:37,0,6,6,Enterprise,2858.13,58,0,AM_13,"Billing,Security",44.16464079,44.4522344,Feature Request,Collaboration,0,1,0,1,49.3,4,0,54.54949494949494,54.45521472392638,1,3.107227953333576,0.0,Medium,2.107227953333576,0.019880715705765408,14.750595673335033,4,0,7.415059268079047
InsightlySoft,chat,2025-06-17 06:01:37,1,2,1,Basic,2304.3,44,0,AM_9,"Collaboration,Billing",48.53414173,21.40204766,Other,Collaboration,1,0,0,0,61.0,6,0,54.673459715639815,54.71074626865671,1,0.08645001202414133,0.0,Low,0.08645001202414133,0.0,0.259350036072424,6,0,0.129675018036212
GlobalFinance Corp,web_form,2025-06-22 09:01:37,0,2,6,Basic,793.59,20,1,AM_19,Security,54.02129022,37.09622785,Feature Request,Billing,0,0,0,0,56.7,9,1,53.0990243902439,54.45521472392638,0,0.029772974457422347,1.0,Low,0.029772974457422347,0.0,0.08931892337226705,9,1,0.3446594616861335
InsightlySoft,chat,2025-06-28 16:01:37,1,3,5,Pro,1229.51,23,0,AM_0,Integration,39.19233584,32.01872294,How-To,Integration,2,0,1,1,64.5,16,1,54.52608695652174,54.57093791281373,1,1.0461273073314248,0.0,Low,1.0461273073314248,0.015267175572519083,4.184509229325699,16,1,2.4227889658078876
InsightlySoft,chat,2025-06-18 09:01:37,4,5,2,Basic,104.94,20,2,AM_15,"Analytics,Integration",42.16535231,47.94561164,Performance,Billing,0,0,0,0,40.7,9,1,53.0990243902439,54.19294294294294,0,0.003937015259216851,2.0,Low,0.003937015259216851,0.0,0.02362209155530111,9,1,0.31181104577765056
GlobalFinance Corp,email,2025-07-13 16:01:37,1,3,6,Pro,645.47,32,0,AM_3,"Security,Billing",31.73574482,49.65195963,Performance,Collaboration,0,0,0,0,36.0,16,1,54.52608695652174,54.45521472392638,1,0.024215982841306473,0.0,Low,0.024215982841306473,0.0,0.09686393136522589,16,1,0.3484319656826129
InsightlySoft,email,2025-06-25 20:01:37,1,3,2,Basic,1227.67,46,0,AM_4,"Analytics,Security",37.12376538,55.44891294,Feature Request,Billing,1,0,0,0,27.0,20,0,52.49414634146341,54.19294294294294,0,0.04605827637967174,0.0,Low,0.04605827637967174,0.0,0.18423310551868696,20,0,0.09211655275934348
InsightlySoft,web_form,2025-06-16 09:01:37,0,1,0,Enterprise,10739.68,48,1,AM_8,Billing,55.60215142,47.9170987,Other,Analytics,0,0,0,1,63.8,9,1,53.0990243902439,54.49318181818182,0,1.4029186586535738,1.0,Low,0.40291865865357385,0.0154320987654321,0.8058373173071477,9,1,0.7337828561844381
InsightlySoft,email,2025-07-01 07:01:37,1,2,1,Enterprise,2246.54,25,1,AM_16,"Security,Collaboration",44.29201699,47.69873814,Feature Request,Billing,0,0,0,1,48.1,7,0,55.015846994535515,54.71074626865671,1,1.084283040408243,1.0,Low,0.08428304040824305,0.020366598778004074,0.25284912122472913,7,0,0.16715775816837272
InsightlySoft,email,2025-06-23 09:01:37,2,3,0,Pro,3619.89,47,2,AM_5,Analytics,57.10274126,57.20900428,Other,Integration,1,0,0,0,73.4,9,1,53.0990243902439,54.49318181818182,0,0.13580676735931474,1.0,Low,0.13580676735931474,0.0,0.543227069437259,9,1,0.5716135347186295
GlobalFinance Corp,chat,2025-07-14 05:01:37,2,1,0,Basic,3358.9,8,1,AM_4,"Security,Analytics",38.49150708,37.17533136,Bug,Security,0,0,0,0,39.9,5,0,54.353539823008845,54.49318181818182,1,0.12601525208865527,1.0,Low,0.12601525208865527,0.0,0.25203050417731054,5,0,0.12601525208865527
InsightlySoft,email,2025-06-21 10:01:37,0,1,5,Basic,11872.31,53,0,AM_17,"Integration,Analytics,Collaboration",40.29283703,41.05074357,How-To,Billing,1,0,0,1,53.1,10,1,53.89094827586207,54.57093791281373,0,1.445411336307917,0.0,Low,0.44541133630791707,0.018484288354898334,0.8908226726158341,10,1,0.7823799130177138
GlobalFinance Corp,web_form,2025-06-29 07:01:37,1,4,6,Enterprise,2433.53,33,1,AM_16,"Analytics,Security",59.03773752,48.65854735,Performance,Analytics,0,0,1,1,72.2,7,0,55.015846994535515,54.45521472392638,1,1.0912983108801408,1.0,Low,1.0912983108801408,0.01366120218579235,5.456491554400705,7,0,2.755568181571937
InsightlySoft,chat,2025-07-02 15:01:37,0,2,2,Basic,2642.01,45,3,AM_10,"Analytics,Collaboration",50.29143845,35.29331364,Performance,Integration,1,0,0,0,49.9,15,1,56.202551020408166,54.19294294294294,1,0.09911981784832775,1.5,Low,0.09911981784832775,0.0,0.2973594535449833,15,1,0.4486797267724916
InsightlySoft,web_form,2025-06-30 22:01:37,3,4,0,Basic,1070.33,30,3,AM_2,"Security,Collaboration",33.08853472,29.97946428,Other,Analytics,0,0,0,0,35.7,22,0,54.11608040201005,54.49318181818182,0,0.0401553796683588,3.0,Low,0.0401553796683588,0.0,0.200776898341794,22,0,0.100388449170897
InsightlySoft,chat,2025-06-19 12:01:37,1,4,3,Enterprise,2951.44,3,1,AM_5,"Collaboration,Billing,Security",42.340021,31.1416311,Bug,Integration,1,0,1,1,44.9,12,1,54.15106382978723,54.38695014662757,0,1.110728647957528,0.5,Low,1.110728647957528,0.02178649237472767,5.55364323978764,12,1,3.120394604643275
InsightlySoft,email,2025-07-03 21:01:37,1,1,3,Pro,4253.04,24,0,AM_8,Integration,56.61166428,33.53758348,Performance,Collaboration,0,0,0,0,51.3,21,0,55.03842592592592,54.38695014662757,1,0.159560542958449,0.0,Low,0.159560542958449,0.0,0.319121085916898,21,0,0.159560542958449
GlobalFinance Corp,chat,2025-07-06 05:01:37,1,3,6,Basic,326.95,12,2,AM_12,"Analytics,Billing",46.31647555,35.69093671,Feature Request,Collaboration,1,0,0,0,59.8,5,0,54.353539823008845,54.45521472392638,1,0.012266124823717835,1.0,Low,0.012266124823717835,0.0,0.04906449929487134,5,0,0.02453224964743567
GlobalFinance Corp,chat,2025-06-15 17:01:37,0,3,6,Enterprise,1962.5,31,1,AM_0,Integration,60.17349856,30.78718957,Feature Request,Security,0,0,0,1,70.9,17,1,55.64358974358974,54.45521472392638,1,1.073626762399591,1.0,Low,0.07362676239959091,0.013908205841446452,0.29450704959836366,17,1,0.47506993648207474
InsightlySoft,email,2025-06-16 03:01:37,1,1,0,Pro,1644.03,7,1,AM_14,Billing,35.06720055,22.53301492,Performance,Security,1,0,0,0,29.7,3,0,54.14031413612565,54.49318181818182,0,0.06167878022308253,0.5,Low,0.06167878022308253,0.0,0.12335756044616505,3,0,0.06167878022308253
InsightlySoft,email,2025-06-28 15:01:37,0,3,5,Basic,361.71,40,0,AM_19,"Collaboration,Security,Integration",60.13426155,46.08996331,Other,Integration,0,0,0,0,55.3,15,1,56.202551020408166,54.57093791281373,1,0.01357020954270371,0.0,Low,0.01357020954270371,0.0,0.05428083817081484,15,1,0.3271404190854074
GlobalFinance Corp,web_form,2025-06-25 06:01:37,1,2,2,Basic,1252.41,17,0,AM_3,"Analytics,Integration,Security",36.17801153,54.37972449,How-To,Analytics,0,0,0,0,44.0,6,0,54.673459715639815,54.19294294294294,1,0.04698644254617665,0.0,Low,0.04698644254617665,0.0,0.14095932763852995,6,0,0.07047966381926497
InsightlySoft,web_form,2025-06-27 11:01:37,0,5,4,Basic,2298.31,50,0,AM_1,"Collaboration,Integration",50.45064987,24.47541317,Bug,Analytics,0,0,0,0,48.9,11,1,55.90837696335078,53.43489425981873,1,0.08622528626272805,0.0,Low,0.08622528626272805,0.0,0.5173517175763682,11,1,0.5586758587881842
InsightlySoft,email,2025-07-11 21:01:37,1,5,4,Pro,3148.35,10,0,AM_15,"Integration,Billing",57.47377809,26.25029595,How-To,Billing,0,0,0,0,73.0,21,0,55.03842592592592,53.43489425981873,1,0.11811608529974628,0.0,Low,0.11811608529974628,0.0,0.7086965117984777,21,0,0.35434825589923885
InsightlySoft,email,2025-06-25 02:01:37,1,6,2,Basic,1022.8,15,0,AM_5,"Billing,Security,Collaboration",49.29745043,30.72599186,Bug,Collaboration,0,0,0,0,52.5,2,0,54.24957264957265,54.19294294294294,0,0.038372205137478514,0.0,Low,0.038372205137478514,0.0,0.2686054359623496,2,0,0.1343027179811748
GlobalFinance Corp,email,2025-07-10 10:01:37,1,3,3,Basic,1940.51,55,2,AM_19,"Integration,Security,Billing",53.71857617,26.0190407,Performance,Billing,1,0,1,1,70.9,10,1,53.89094827586207,54.38695014662757,0,1.0728017674924994,1.0,Low,1.0728017674924994,0.013908205841446452,4.291207069969998,10,1,2.4734199466678914
GlobalFinance Corp,chat,2025-07-08 01:01:37,1,2,1,Pro,3973.67,21,2,AM_14,"Integration,Billing",58.24684982,32.5095042,Other,Security,0,0,0,0,71.1,1,0,53.35205479452055,54.71074626865671,0,0.1490794685066917,2.0,Low,0.1490794685066917,0.0,0.4472384055200751,1,0,0.22361920276003755
GlobalFinance Corp,chat,2025-07-06 10:01:37,3,1,6,Pro,1645.83,21,1,AM_18,"Collaboration,Analytics",52.74663731,35.96026134,Feature Request,Collaboration,0,0,0,0,50.6,10,1,53.89094827586207,54.45521472392638,0,0.06174631050197132,1.0,Low,0.06174631050197132,0.0,0.12349262100394263,10,1,0.3617463105019713
InsightlySoft,chat,2025-07-05 18:01:37,0,2,5,Enterprise,8479.14,29,0,AM_6,Billing,44.87753214,40.17545757,Feature Request,Analytics,2,0,0,1,57.8,18,1,53.46582914572865,54.57093791281373,0,1.3181103827428622,0.0,Low,0.3181103827428623,0.017006802721088437,0.9543311482285869,18,0,0.5111791795564703
InsightlySoft,email,2025-07-05 22:01:37,1,1,5,Enterprise,93.56,42,0,AM_10,"Collaboration,Analytics",45.7216822,33.26079276,Feature Request,Collaboration,0,0,0,1,52.4,22,0,54.11608040201005,54.57093791281373,0,1.0035100738293532,0.0,Low,0.0035100738293532365,0.018726591760299626,0.007020147658706473,22,0,0.04096325734995249
GlobalFinance Corp,web_form,2025-06-23 14:01:37,3,3,0,Enterprise,904.24,41,1,AM_17,"Billing,Analytics,Collaboration",39.54406117,47.90188397,Other,Security,0,1,0,1,62.9,14,1,53.275252525252526,54.49318181818182,0,3.033924210768003,1.0,Medium,2.033924210768003,0.01564945226917058,8.135696843072012,14,1,4.399147326074346
GlobalFinance Corp,email,2025-07-14 02:01:37,3,4,0,Basic,429.5,1,2,AM_7,Analytics,35.83373528,28.1893086,How-To,Collaboration,0,0,0,0,36.7,2,0,54.24957264957265,54.49318181818182,0,0.016113474879299008,2.0,Low,0.016113474879299008,0.0,0.08056737439649504,2,0,0.04028368719824752
GlobalFinance Corp,chat,2025-06-24 00:01:37,0,4,1,Pro,2338.02,21,1,AM_1,Security,61.16511203,31.38885117,Performance,Security,0,1,1,1,60.0,0,0,53.43349056603773,54.71074626865671,0,3.087715079248658,1.0,Medium,3.087715079248658,0.01639344262295082,15.43857539624329,0,0,7.752074583367547
GlobalFinance Corp,chat,2025-06-30 22:01:37,1,1,0,Basic,585.76,55,2,AM_11,Collaboration,54.13443161,54.70819506,Other,Analytics,0,0,0,0,48.3,22,0,54.11608040201005,54.49318181818182,0,0.021975853423278662,2.0,Low,0.021975853423278662,0.0,0.043951706846557324,22,0,0.021975853423278662
InsightlySoft,email,2025-06-14 21:01:37,2,1,5,Basic,4062.53,5,1,AM_7,Analytics,62.46942475,37.96880078,Performance,Integration,0,1,0,1,71.8,21,0,55.03842592592592,54.57093791281373,1,3.152413213274502,1.0,Medium,2.152413213274502,0.013736263736263736,4.304826426549004,21,0,2.1798857407470296
GlobalFinance Corp,email,2025-06-21 19:01:37,1,5,5,Pro,7515.94,15,0,AM_0,Analytics,54.08385093,39.72373216,Performance,Collaboration,0,0,0,1,71.6,19,0,54.95531914893617,54.57093791281373,1,1.281974180173035,0.0,Low,0.2819741801730351,0.013774104683195593,1.6918450810382106,19,0,0.8734707498854966
InsightlySoft,chat,2025-06-19 17:01:37,0,3,3,Pro,696.55,46,2,AM_6,Analytics,44.45541021,29.40785145,How-To,Integration,0,1,0,1,54.8,17,1,55.64358974358974,54.38695014662757,1,3.026132342088884,2.0,Medium,2.026132342088884,0.01792114695340502,8.104529368355536,17,1,4.388106978084577
GlobalFinance Corp,chat,2025-07-04 02:01:37,0,0,4,Pro,7117.84,26,1,AM_8,"Collaboration,Billing,Integration",36.3341,37.51324411,Feature Request,Security,0,0,0,1,43.6,2,0,54.24957264957265,53.43489425981873,0,1.2670387334921296,1.0,Low,0.26703873349212953,0.02242152466367713,0.26703873349212953,2,0,0.17836241607341902
InsightlySoft,chat,2025-07-07 14:01:37,0,8,0,Basic,2997.02,11,1,AM_8,"Integration,Billing,Collaboration",42.8579808,36.50206459,Bug,Collaboration,1,0,0,0,49.4,14,1,53.275252525252526,54.49318181818182,0,0.11243866468627871,0.5,Low,0.11243866468627871,0.0,1.0119479821765083,14,1,0.8059739910882542
GlobalFinance Corp,email,2025-06-17 17:01:37,1,2,1,Basic,655.1,55,0,AM_1,"Security,Analytics",54.74495645,36.87155917,Other,Analytics,0,0,0,0,42.0,17,1,55.64358974358974,54.71074626865671,1,0.024577269833361535,0.0,Low,0.024577269833361535,0.0,0.07373180950008461,17,1,0.3368659047500423
GlobalFinance Corp,chat,2025-06-24 00:01:37,1,5,1,Basic,4001.62,49,0,AM_3,"Security,Collaboration,Integration",40.86899218,38.82276323,Other,Collaboration,0,1,0,1,51.3,0,0,53.43349056603773,54.71074626865671,0,3.1501280636705484,0.0,Medium,2.1501280636705484,0.019120458891013385,12.90076838202329,0,0,6.488625108793672
GlobalFinance Corp,chat,2025-06-25 03:01:37,1,3,2,Enterprise,285.81,21,1,AM_13,"Security,Collaboration,Analytics",61.17984596,46.35505414,Other,Analytics,0,0,0,1,76.3,3,0,54.14031413612565,54.19294294294294,0,1.0107226827828928,1.0,Low,0.010722682782892779,0.0129366106080207,0.042890731131571116,3,0,0.04731858678182696
GlobalFinance Corp,web_form,2025-06-28 18:01:37,0,2,5,Basic,3534.41,46,0,AM_13,"Analytics,Billing",44.38669894,25.92359435,Performance,Security,1,0,0,0,38.0,18,1,53.46582914572865,54.57093791281373,0,0.132599829448529,0.0,Low,0.132599829448529,0.0,0.397799488345587,18,0,0.1988997441727935
InsightlySoft,email,2025-06-16 00:01:37,0,7,0,Basic,5925.49,6,0,AM_7,Collaboration,35.94798966,40.73032069,How-To,Integration,0,0,0,0,32.7,0,0,53.43349056603773,54.49318181818182,0,0.22230555125154242,0.0,Low,0.22230555125154242,0.0,1.7784444100123393,0,0,0.8892222050061697
GlobalFinance Corp,web_form,2025-06-20 05:01:37,1,0,4,Enterprise,9009.84,54,1,AM_8,"Billing,Integration,Analytics",44.85506194,38.0171873,Other,Billing,0,0,0,1,61.7,5,0,54.353539823008845,53.43489425981873,1,1.338020559968576,1.0,Low,0.33802055996857594,0.01594896331738437,0.33802055996857594,5,0,0.2009082066190567
InsightlySoft,web_form,2025-06-15 14:01:37,2,3,6,Basic,168.22,4,0,AM_2,"Analytics,Integration,Collaboration",50.30808941,41.55427229,Performance,Billing,0,0,0,0,52.9,14,1,53.275252525252526,54.45521472392638,0,0.0063110797303741065,0.0,Low,0.0063110797303741065,0.0,0.025244318921496426,14,1,0.31262215946074823
InsightlySoft,chat,2025-06-23 15:01:37,1,4,0,Basic,191.81,45,0,AM_18,Analytics,65.00465432,43.77878077,How-To,Collaboration,0,1,0,1,79.4,15,1,56.202551020408166,54.49318181818182,1,3.0071961015520334,0.0,Medium,2.0071961015520334,0.01243781094527363,10.035980507760167,15,1,5.34286587577063
InsightlySoft,email,2025-06-22 19:01:37,3,4,6,Pro,7995.18,21,1,AM_5,Integration,49.13442742,34.32347898,Bug,Integration,0,0,0,1,76.4,19,0,54.95531914893617,54.45521472392638,1,1.2999537417589613,1.0,Low,0.29995374175896117,0.012919896640826873,1.499768708794806,19,0,0.7757241476790567
InsightlySoft,chat,2025-07-01 05:01:37,1,4,1,Basic,4676.13,56,0,AM_0,"Billing,Collaboration,Integration",41.78018847,34.34864233,How-To,Analytics,0,1,0,1,60.1,5,0,54.353539823008845,54.71074626865671,1,3.1754335350112606,0.0,Medium,2.1754335350112606,0.016366612111292964,10.877167675056302,5,0,5.471317061750737
GlobalFinance Corp,email,2025-07-05 20:01:37,0,8,5,Basic,4465.21,54,0,AM_17,Integration,62.17157992,41.13688444,Feature Request,Billing,0,0,0,0,59.4,20,0,52.49414634146341,54.57093791281373,0,0.1675204869983579,0.0,Low,0.1675204869983579,0.0,1.5076843829852211,20,0,0.7538421914926106
InsightlySoft,web_form,2025-07-06 02:01:37,0,4,6,Pro,4071.63,17,2,AM_7,"Security,Billing,Integration",59.4926192,29.52077647,Bug,Integration,0,0,1,1,73.9,2,0,54.24957264957265,54.45521472392638,0,1.1527546163511064,2.0,Low,1.1527546163511064,0.013351134846461948,5.763773081755533,2,0,2.90858881057069
InsightlySoft,email,2025-07-07 17:01:37,0,2,0,Basic,3790.42,53,1,AM_6,Analytics,46.91886843,34.78359273,Bug,Integration,0,0,0,0,40.1,17,1,55.64358974358974,54.49318181818182,1,0.14220451094759615,1.0,Low,0.14220451094759615,0.0,0.42661353284278847,17,1,0.5133067664213942
InsightlySoft,chat,2025-07-01 00:01:37,0,1,1,Pro,2849.72,31,0,AM_6,"Integration,Security",31.81403931,36.86728479,Bug,Security,0,0,0,0,29.0,0,0,53.43349056603773,54.71074626865671,0,0.10691243686387884,0.0,Low,0.10691243686387884,0.0,0.21382487372775769,0,0,0.10691243686387884
GlobalFinance Corp,chat,2025-07-03 02:01:37,1,2,3,Enterprise,5025.77,44,1,AM_9,"Integration,Billing,Analytics",42.17843844,44.35275521,Performance,Billing,0,0,0,1,57.8,2,0,54.24957264957265,54.38695014662757,0,1.1885509165171935,1.0,Low,0.1885509165171934,0.017006802721088437,0.5656527495515802,2,0,0.31683998021796694
GlobalFinance Corp,chat,2025-07-02 01:01:37,3,0,2,Enterprise,104.31,23,1,AM_3,Analytics,55.26417066,37.04889618,Bug,Security,0,0,0,1,80.7,1,0,53.35205479452055,54.19294294294294,0,1.0039133796616058,1.0,Low,0.003913379661605773,0.012239902080783353,0.003913379661605773,1,0,0.02643649399236959
GlobalFinance Corp,email,2025-07-08 16:01:37,0,4,1,Pro,4044.71,32,1,AM_17,Billing,60.48619475,37.51537691,Performance,Integration,0,0,0,1,76.5,16,1,54.52608695652174,54.71074626865671,1,1.151744663513503,1.0,Low,0.15174466351350288,0.012903225806451613,0.7587233175675144,16,1,0.7051681103966605
GlobalFinance Corp,web_form,2025-06-23 06:01:37,1,3,0,Basic,2623.41,44,3,AM_18,"Security,Analytics",49.4249893,34.2021472,Feature Request,Billing,0,0,0,0,52.3,6,0,54.673459715639815,54.49318181818182,1,0.09842200496647684,3.0,Low,0.09842200496647684,0.0,0.39368801986590735,6,0,0.19684400993295367
InsightlySoft,web_form,2025-07-11 00:01:37,0,1,4,Basic,7140.31,56,2,AM_9,Security,47.15404443,38.39105305,Bug,Analytics,0,0,0,1,49.6,0,0,53.43349056603773,53.43489425981873,0,1.2678817364735915,2.0,Low,0.26788173647359137,0.019762845849802372,0.5357634729471827,0,0,0.3074074281731961
InsightlySoft,email,2025-06-25 21:01:37,0,3,2,Basic,8264.19,36,3,AM_19,Billing,42.87107726,37.45156779,Other,Collaboration,0,0,0,1,53.7,21,0,55.03842592592592,54.19294294294294,1,1.310046141938892,3.0,Low,0.3100461419388919,0.018281535648994516,1.2401845677555676,21,0,0.6566553551757729
