id,timestamp,location,likes,retweets,sentiment_score,sentiment_label,post_text,device_type,hashtags,user_followers
57,2025-04-28 00:51:12,"Paris, France",115,190,-0.1,Neutral,Brainstorming ideas for my next big project!,Desktop,,5322.0
58,2025-04-28 12:40:33,"Toronto, Canada",482,6,0.05,Neutral,Learning a new language is so challenging yet rewarding!,Tablet,#Fitness,6267.0
59,2025-04-28 03:20:50,,469,13,-0.65,Negative,Trying out bullet journaling — loving it so far!,mobile,#CoffeeBreak,5027.0
60,2025-04-28 15:36:39,"Tokyo, Japan",85,132,-0.98,Negative,Catching up with old friends always feels like no time passed.,Mobile,,6861.0
61,2025-04-28 17:37:04,"Toronto, Canada",385,61,-0.04,Neutral,Sunsets are proof that endings can be beautiful too. 🌇,,#Foodie,6463.0
62,2025-04-28 04:25:15,"Sydney, Australia",245,78,0.16,Neutral,New blog post is up! Check it out and let me know your thoughts.,MOBILE,,1395.0
63,2025-04-28 16:47:19,"Berlin, Germany",470,57,-0.62,Negative,Made a vision board today. Feeling super motivated!,Desktop,,3220.0
64,2025-04-28 00:56:17,"Sydney, Australia",388,64,-0.35,Negative,Concert tonight! So pumped to see my favorite band live!,Mobile,#Rain,3182.0
65,2025-04-28 14:38:53,,473,180,0.6,Positive,New blog post is up! Check it out and let me know your thoughts.,Des ktop,#CoffeeBreak,5555.0
66,2025-04-28 05:31:09,"New York, USA",172,159,-0.02,Neutral,New blog post is up! Check it out and let me know your thoughts.,mobile,#Rain,7946.0
67,2025-04-28 16:38:48,"São Paulo, Brazil",482,187,0.29,Neutral,Any tips for staying focused when working from home?,mobile,#WorkLife,4021.0
68,2025-04-28 10:03:01,"Paris, France",404,51,-0.47,Negative,Dogs make everything better. 🐶❤️,Desktop,#TuesdayFeeling,8843.0
69,2025-04-28 11:48:34,"Paris, France",116,25,-0.75,Negative,This new app I'm using is a game changer!,Tablet ,#Traffic,8501.0
70,2025-04-28 16:04:15,"Berlin, Germany",33,51,-0.51,Negative,Catching up with old friends always feels like no time passed.,Desktop,#TuesdayFeeling,5346.0
71,2025-04-28 16:38:41,"São Paulo, Brazil",81,179,0.72,Positive,Made a vision board today. Feeling super motivated!,MOBILE,#WorkLife,849.0
72,2025-04-28 10:14:25,"São Paulo, Brazil",41,20,0.91,Positive,Proud of myself for stepping out of my comfort zone today.,Tablet,#MorningVibes,4372.0
73,2025-04-28 10:04:21,"Toronto, Canada",112,104,-0.8,Negative,Dogs make everything better. 🐶❤️,Tablet,#CoffeeBreak,5504.0
74,2025-04-28 04:11:14,"Toronto, Canada",119,136,0.89,Positive,Overthinking everything... need to chill. 🧘,mobile,#TuesdayFeeling,9121.0
75,2025-04-28 11:55:00,"Paris, France",129,59,-0.85,Negative,Woke up to the sound of rain. So peaceful. 🌧️,Des ktop,,8137.0
76,2025-04-28 08:23:20,"Tokyo, Japan",96,9,0.86,Positive,"Life’s short, eat the cake. 🎂",MOBILE,#Foodie,2393.0
77,2025-04-28 13:06:46,,443,20,0.65,Positive,"Self-care Sunday: face masks, tea, and zero responsibilities.",Tablet,,1062.0
78,2025-04-28 09:32:17,"New York, USA",246,33,-0.23,Neutral,Rainy days make me want to stay in bed all day. ☔,Mobile,#MorningVibes,6856.0
79,2025-04-28 02:30:10,"São Paulo, Brazil",213,199,-0.55,Negative,Rainy days make me want to stay in bed all day. ☔,Tablet,#MorningVibes,3683.0
80,2025-04-28 09:12:23,"Berlin, Germany",400,187,-0.1,Neutral,Made a vision board today. Feeling super motivated!,Mobile,,8016.0
81,2025-04-28 12:00:06,"Berlin, Germany",172,68,0.47,Positive,Coffee is life. Don't talk to me before my second cup. ☕,Mobile,,9138.0
82,2025-04-28 07:29:17,"New York, USA",448,86,0.36,Positive,Coffee is life. Don't talk to me before my second cup. ☕,,#Fitness,8877.0
83,2025-04-28 17:47:40,"Sydney, Australia",332,199,-0.83,Negative,Coffee is life. Don't talk to me before my second cup. ☕,,,7154.0
84,2025-04-28 14:40:33,"Tokyo, Japan",42,128,-0.86,Negative,Trying out a new recipe tonight. Hope it turns out good!,Desktop,,2539.0
85,2025-04-28 04:23:12,"São Paulo, Brazil",407,151,-0.93,Negative,Nature walks clear my mind like nothing else.,,#Fitness,5907.0
86,2025-04-28 04:51:59,"Toronto, Canada",147,20,-0.22,Neutral,Huge thanks to everyone who made today unforgettable!,MOBILE,#WorkLife,7620.0
87,2025-04-28 10:17:07,"São Paulo, Brazil",414,109,0.98,Positive,Any tips for staying focused when working from home?,mobile,#Fitness,1420.0
88,2025-04-28 11:54:03,"New York, USA",435,142,0.88,Positive,Huge thanks to everyone who made today unforgettable!,Desktop,#WorkLife,6279.0
89,2025-04-28 10:03:41,"Berlin, Germany",498,27,-0.29,Neutral,Best workout session ever! Feeling strong. 💪 #Fitness,Mobile,#Foodie,1454.0
90,2025-04-28 09:05:58,"Toronto, Canada",441,4,0.1,Neutral,Brainstorming ideas for my next big project!,MOBILE,,1662.0
91,2025-04-28 16:17:21,,351,7,-0.47,Negative,Stuck in traffic again... seriously?! 🚗🚦,mobile,#CoffeeBreak,9386.0
92,2025-04-28 08:39:22,"Sydney, Australia",37,110,-0.84,Negative,Stuck in traffic again... seriously?! 🚗🚦,Desktop,,4693.0
93,2025-04-28 16:22:17,,219,80,-0.41,Negative,Overthinking everything... need to chill. 🧘,Mobile,#Foodie,5252.0
94,2025-04-28 00:17:06,"São Paulo, Brazil",255,103,0.25,Neutral,Met an inspiring entrepreneur today. Great conversation!,Tablet,#WorkLife,1360.0
95,2025-04-28 05:26:53,"Tokyo, Japan",449,177,-0.98,Negative,Overthinking everything... need to chill. 🧘,mobile,,6475.0
96,2025-04-28 12:19:30,,291,125,-0.48,Negative,Miss traveling so much. Dreaming of new adventures.,Desktop,#Foodie,1384.0
97,2025-04-28 09:06:59,"Paris, France",104,168,0.92,Positive,Best workout session ever! Feeling strong. 💪 #Fitness,Desktop,#WorkLife,3903.0
98,2025-04-28 15:16:03,"London, UK",118,189,0.79,Positive,Miss traveling so much. Dreaming of new adventures.,Desktop,#Traffic,585.0
99,2025-04-28 11:32:37,"Sydney, Australia",265,148,-0.75,Negative,Late night thoughts: How amazing is the universe?,Des ktop,#CoffeeBreak,5929.0
100,2025-04-28 10:04:03,"Toronto, Canada",346,1,0.2,Neutral,Sending positive vibes to everyone today. ✨,Tablet,,9698.0
1,2025-04-29 12:01:37,"Toronto, Canada",180,159,0.5,Positive,Huge thanks to everyone who made today unforgettable!,Tablet ,#CoffeeBreak,1304.0
2,2025-04-29 01:29:36,"Sydney, Australia",287,31,0.31,Positive,"Some days are tough, but we keep moving forward. 🙌",Desktop,,2627.0
3,2025-04-29 13:27:54,"Toronto, Canada",10,9,-0.32,Negative,Finally booked my vacation! Counting down the days. ✈️,MOBILE,#Rain,1599.0
4,2025-04-29 00:05:40,"Sydney, Australia",423,145,-0.55,Negative,Late night thoughts: How amazing is the universe?,MOBILE,#Fitness,1774.0
5,2025-04-29 02:24:43,"London, UK",152,58,0.1,Neutral,Family BBQ today! Love days like this. 🍔🌭,Desktop,#TuesdayFeeling,9225.0
6,2025-04-29 10:05:55,,472,113,0.89,Positive,Learning a new language is so challenging yet rewarding!,Desktop,#MorningVibes,1568.0
7,2025-04-29 06:26:34,,413,171,-0.61,Negative,Huge thanks to everyone who made today unforgettable!,MOBILE,#WorkLife,302.0
8,2025-04-29 05:18:46,"Toronto, Canada",173,112,0.29,Neutral,Concert tonight! So pumped to see my favorite band live!,Desktop,,4077.0
9,2025-04-29 10:24:43,,482,121,0.63,Positive,Late night coding sessions are both a curse and a blessing. 💻,Desktop,#Foodie,2374.0
10,2025-04-29 04:53:43,"Sydney, Australia",118,38,0.69,Positive,Just got my promotion!! 🎉 Hard work pays off.,Des ktop,#Foodie,1136.0
11,2025-04-29 03:02:38,"Toronto, Canada",232,174,-0.5,Negative,Just got my promotion!! 🎉 Hard work pays off.,Desktop,#Fitness,8033.0
12,2025-04-29 14:14:52,"London, UK",396,148,0.96,Positive,Made a vision board today. Feeling super motivated!,Tablet ,#CoffeeBreak,8223.0
13,2025-04-29 10:48:35,"São Paulo, Brazil",301,103,0.12,Neutral,Catching up with old friends always feels like no time passed.,Desktop,#Foodie,5091.0
14,2025-04-29 00:07:23,"Toronto, Canada",150,85,0.51,Positive,Miss traveling so much. Dreaming of new adventures.,Desktop,#Traffic,7312.0
15,2025-04-29 06:05:37,"Toronto, Canada",344,21,0.08,Neutral,Brainstorming ideas for my next big project!,Tablet,#Fitness,5353.0
16,2025-04-29 10:58:52,"São Paulo, Brazil",268,1,-0.74,Negative,Trying out bullet journaling — loving it so far!,MOBILE,#Foodie,6624.0
17,2025-04-29 17:38:06,"Paris, France",462,179,0.64,Positive,Dogs make everything better. 🐶❤️,Des ktop,,4071.0
18,2025-04-29 05:55:57,"Toronto, Canada",94,150,0.68,Positive,Just got my promotion!! 🎉 Hard work pays off.,Desktop,#Traffic,1965.0
19,2025-04-29 16:58:03,"São Paulo, Brazil",460,21,0.08,Neutral,Met an inspiring entrepreneur today. Great conversation!,,#Foodie,9112.0
20,2025-04-29 00:29:23,"Berlin, Germany",188,96,0.02,Neutral,Celebrating small wins today. They matter too. 🎯,mobile,#TuesdayFeeling,4873.0
21,2025-04-29 15:07:58,"London, UK",190,117,0.13,Neutral,Learning a new language is so challenging yet rewarding!,Des ktop,#Foodie,5061.0
22,2025-04-29 04:24:21,"Sydney, Australia",412,29,0.75,Positive,"Sometimes you win, sometimes you learn. 💬",Tablet,#WorkLife,6276.0
23,2025-04-29 01:20:47,"Berlin, Germany",366,24,0.52,Positive,When did it get so cold?! 🥶 Time for sweaters!,Des ktop,,6666.0
24,2025-04-29 09:43:40,,110,135,-0.08,Neutral,Any tips for staying focused when working from home?,Desktop,,702.0
25,2025-04-29 14:23:40,"Paris, France",143,71,-0.51,Negative,Any tips for staying focused when working from home?,,,1492.0
26,2025-04-29 01:59:27,"São Paulo, Brazil",260,2,0.98,Positive,"Sometimes you win, sometimes you learn. 💬",MOBILE,#Foodie,825.0
27,2025-04-29 10:15:11,"Toronto, Canada",103,63,0.6,Positive,This weather makes me so happy! ☀️,MOBILE,#WorkLife,1835.0
28,2025-04-29 00:11:31,"London, UK",490,9,0.48,Positive,Woke up to the sound of rain. So peaceful. 🌧️,mobile,,8599.0
29,2025-04-29 10:09:28,"São Paulo, Brazil",301,154,0.38,Positive,Late night thoughts: How amazing is the universe?,MOBILE,#WorkLife,7686.0
30,2025-04-29 14:03:36,,111,12,0.08,Neutral,"Some days are tough, but we keep moving forward. 🙌",MOBILE,#MorningVibes,8009.0
31,2025-04-29 01:54:11,"Sydney, Australia",419,85,0.7,Positive,Learning a new language is so challenging yet rewarding!,Desktop,#Rain,2421.0
32,2025-04-29 06:20:28,"Sydney, Australia",313,53,0.67,Positive,Miss traveling so much. Dreaming of new adventures.,Des ktop,#CoffeeBreak,8637.0
33,2025-04-29 08:47:29,"Paris, France",461,13,0.5,Positive,Trying out bullet journaling — loving it so far!,Desktop,#TuesdayFeeling,7512.0
34,2025-04-29 05:48:20,"London, UK",436,120,0.36,Positive,This new app I'm using is a game changer!,Mobile,#Rain,470.0
35,2025-04-29 15:27:31,"Paris, France",399,69,0.75,Positive,Brainstorming ideas for my next big project!,Desktop,,2792.0
36,2025-04-29 16:55:43,"São Paulo, Brazil",100,185,-0.26,Neutral,Feeling super productive today! Crushing my to-do list.,Tablet,,2723.0
37,2025-04-29 06:01:31,,380,131,0.44,Positive,Sending positive vibes to everyone today. ✨,Des ktop,#CoffeeBreak,6736.0
38,2025-04-29 11:27:51,"Tokyo, Japan",23,153,-0.22,Neutral,Family BBQ today! Love days like this. 🍔🌭,Desktop,#WorkLife,578.0
39,2025-04-29 13:25:25,"São Paulo, Brazil",468,53,0.39,Positive,Late night thoughts: How amazing is the universe?,Desktop,#WorkLife,172.0
40,2025-04-29 12:49:45,"São Paulo, Brazil",404,37,-0.67,Negative,New blog post is up! Check it out and let me know your thoughts.,Tablet ,#Rain,9559.0
41,2025-04-29 01:51:08,,187,56,-0.22,Neutral,Family BBQ today! Love days like this. 🍔🌭,MOBILE,#Traffic,3328.0
42,2025-04-29 08:19:46,"London, UK",272,118,0.75,Positive,Woke up to the sound of rain. So peaceful. 🌧️,Des ktop,,5234.0
43,2025-04-29 10:52:03,"Toronto, Canada",220,13,0.45,Positive,Nature walks clear my mind like nothing else.,Desktop,,1971.0
44,2025-04-29 06:20:01,"Paris, France",228,79,-0.55,Negative,Catching up with old friends always feels like no time passed.,Tablet,,4973.0
45,2025-04-29 16:43:26,"London, UK",499,131,-0.89,Negative,Couldn't resist buying new plants today. 🌱,Tablet,#Traffic,2031.0
46,2025-04-29 04:20:35,"Sydney, Australia",23,161,0.2,Neutral,Is it Friday yet? Need the weekend desperately. 😩,Tablet,#Traffic,2416.0
47,2025-04-29 09:17:57,"Toronto, Canada",402,158,-0.95,Negative,Learning a new language is so challenging yet rewarding!,Tablet,,6386.0
48,2025-04-29 07:42:04,"Tokyo, Japan",402,48,0.27,Neutral,"Self-care Sunday: face masks, tea, and zero responsibilities.",,,2938.0
49,2025-04-29 10:06:06,"Tokyo, Japan",210,149,0.39,Positive,"Self-care Sunday: face masks, tea, and zero responsibilities.",Tablet ,#Foodie,3165.0
50,2025-04-29 05:43:36,"Berlin, Germany",75,29,0.96,Positive,Nature walks clear my mind like nothing else.,Mobile,#Traffic,257.0
51,2025-04-29 08:49:19,"Tokyo, Japan",116,158,0.65,Positive,"Monday motivation: Start where you are, use what you have.",Desktop,,8381.0
52,2025-04-29 11:53:19,"Berlin, Germany",18,175,-0.25,Neutral,Learning a new language is so challenging yet rewarding!,Des ktop,#WorkLife,7372.0
53,2025-04-29 08:53:47,"Tokyo, Japan",349,182,0.47,Positive,Huge thanks to everyone who made today unforgettable!,Mobile,#CoffeeBreak,4885.0
54,2025-04-29 00:35:42,"Sydney, Australia",480,145,-0.26,Neutral,Feeling grateful for the little things today. 🌼,,#Fitness,2855.0
55,2025-04-29 14:12:46,"Berlin, Germany",112,46,1.0,Positive,Overthinking everything... need to chill. 🧘,Des ktop,,8469.0
56,2025-04-29 02:03:39,"London, UK",117,44,-0.65,Negative,Just got my promotion!! 🎉 Hard work pays off.,,#Traffic,8980.0
57,2025-04-29 14:58:30,"New York, USA",197,3,-0.01,Neutral,This weather makes me so happy! ☀️,Des ktop,,3680.0
58,2025-04-29 07:44:22,"London, UK",46,142,-0.18,Neutral,Proud of myself for stepping out of my comfort zone today.,mobile,#Fitness,628.0
59,2025-04-29 08:11:13,"Sydney, Australia",77,123,-0.23,Neutral,Yoga in the park this morning was so refreshing. 🧘‍♀️,Desktop,#TuesdayFeeling,2023.0
60,2025-04-29 14:07:11,"São Paulo, Brazil",136,89,0.18,Neutral,New blog post is up! Check it out and let me know your thoughts.,MOBILE,,7115.0
61,2025-04-29 03:01:17,"Tokyo, Japan",499,60,0.96,Positive,New blog post is up! Check it out and let me know your thoughts.,mobile,#MorningVibes,9440.0
62,2025-04-29 06:23:11,,258,106,-0.95,Negative,Just got my promotion!! 🎉 Hard work pays off.,,#Foodie,5402.0
63,2025-04-29 17:49:19,"Sydney, Australia",253,117,-0.45,Negative,Dogs make everything better. 🐶❤️,Tablet ,,1660.0
64,2025-04-29 02:28:05,"Toronto, Canada",336,108,0.57,Positive,Best workout session ever! Feeling strong. 💪 #Fitness,Tablet ,,2178.0
65,2025-04-29 12:46:08,"Tokyo, Japan",402,169,0.71,Positive,Any Netflix recommendations for tonight? 📺,Tablet,#Traffic,4155.0
66,2025-04-29 13:51:43,"Toronto, Canada",409,68,0.68,Positive,"Self-care Sunday: face masks, tea, and zero responsibilities.",Tablet,,4502.0
67,2025-04-29 11:25:44,"Toronto, Canada",420,48,-0.13,Neutral,Concert tonight! So pumped to see my favorite band live!,Des ktop,#Rain,1625.0
68,2025-04-29 07:20:01,,191,4,0.41,Positive,Proud of myself for stepping out of my comfort zone today.,Tablet ,#Traffic,7549.0
69,2025-04-29 17:17:55,"Berlin, Germany",89,3,-0.9,Negative,Finally booked my vacation! Counting down the days. ✈️,Mobile,#Rain,7611.0
70,2025-04-29 11:33:24,"Paris, France",294,162,-0.13,Neutral,Rainy days make me want to stay in bed all day. ☔,,#WorkLife,3668.0
71,2025-04-29 17:37:27,"Toronto, Canada",312,99,0.53,Positive,New blog post is up! Check it out and let me know your thoughts.,Des ktop,#Fitness,5389.0
72,2025-04-29 15:04:46,"Sydney, Australia",181,173,0.22,Neutral,Miss traveling so much. Dreaming of new adventures.,,,2239.0
73,2025-04-29 10:18:22,"Berlin, Germany",187,56,0.5,Positive,Miss traveling so much. Dreaming of new adventures.,Mobile,#MorningVibes,1731.0
74,2025-04-29 11:23:57,"Berlin, Germany",151,35,-0.97,Negative,Coffee is life. Don't talk to me before my second cup. ☕,Desktop,#Foodie,7330.0
75,2025-04-29 08:18:38,"New York, USA",407,107,-0.91,Negative,Sending positive vibes to everyone today. ✨,mobile,#Foodie,5045.0
76,2025-04-29 02:53:38,"Sydney, Australia",341,134,-0.51,Negative,Huge thanks to everyone who made today unforgettable!,MOBILE,#Fitness,1450.0
77,2025-04-29 06:46:09,"Tokyo, Japan",219,13,-0.5,Negative,Best workout session ever! Feeling strong. 💪 #Fitness,Desktop,,5105.0
78,2025-04-29 13:12:58,"São Paulo, Brazil",335,143,0.52,Positive,Sending positive vibes to everyone today. ✨,Desktop,#Rain,117.0
79,2025-04-29 03:53:06,"Berlin, Germany",105,69,-0.87,Negative,Rainy days make me want to stay in bed all day. ☔,Tablet,,3805.0
80,2025-04-29 09:27:22,"Berlin, Germany",300,183,-0.91,Negative,Can't believe how beautiful the sunrise was today! 🌅,Mobile,#Traffic,2075.0
81,2025-04-29 17:59:19,"Toronto, Canada",337,106,-0.72,Negative,Any tips for staying focused when working from home?,Tablet,#TuesdayFeeling,1260.0
82,2025-04-29 04:10:04,"Toronto, Canada",195,177,-0.18,Neutral,Huge thanks to everyone who made today unforgettable!,Desktop,#Rain,5233.0
83,2025-04-29 06:41:28,"Sydney, Australia",6,69,0.8,Positive,Reading an amazing book right now. Totally recommend!,Desktop,#Foodie,2440.0
84,2025-04-29 01:14:43,,465,159,0.33,Positive,Overthinking everything... need to chill. 🧘,Mobile,,2788.0
85,2025-04-29 08:00:42,"Paris, France",147,142,0.76,Positive,"Life’s short, eat the cake. 🎂",mobile,,2580.0
86,2025-04-29 16:44:46,"Toronto, Canada",404,169,0.66,Positive,Nature walks clear my mind like nothing else.,Des ktop,#CoffeeBreak,1520.0
87,2025-04-29 16:19:19,"London, UK",375,127,0.25,Neutral,Reading an amazing book right now. Totally recommend!,Desktop,,6391.0
88,2025-04-29 06:23:58,"Toronto, Canada",164,57,0.96,Positive,Finally booked my vacation! Counting down the days. ✈️,Tablet,#CoffeeBreak,4637.0
89,2025-04-29 11:44:05,"London, UK",68,130,0.45,Positive,Any Netflix recommendations for tonight? 📺,,,9930.0
90,2025-04-29 13:07:43,"Sydney, Australia",420,48,-0.07,Neutral,Any tips for staying focused when working from home?,Mobile,,5042.0
91,2025-04-29 03:44:24,,344,84,0.22,Neutral,When did it get so cold?! 🥶 Time for sweaters!,,#CoffeeBreak,6518.0
92,2025-04-29 05:22:48,"New York, USA",444,168,-0.96,Negative,Any Netflix recommendations for tonight? 📺,Des ktop,#WorkLife,1947.0
93,2025-04-29 04:23:19,"Berlin, Germany",116,195,-0.16,Neutral,Just finished my first marathon! 🏃‍♂️🏅,Desktop,,297.0
94,2025-04-29 17:57:56,"Paris, France",326,85,0.12,Neutral,Finally booked my vacation! Counting down the days. ✈️,Tablet,#WorkLife,9412.0
95,2025-04-29 07:39:41,"Paris, France",80,151,-0.77,Negative,Why does my cat wake me up at 5am every day? 😂,Tablet,#TuesdayFeeling,1295.0
96,2025-04-29 00:18:13,"London, UK",353,27,0.45,Positive,Can't believe how beautiful the sunrise was today! 🌅,Tablet ,#CoffeeBreak,752.0
97,2025-04-29 16:47:42,"New York, USA",168,166,0.42,Positive,When life gives you lemons... make margaritas. 🍋🍹,,#Fitness,8309.0
98,2025-04-29 13:57:53,"Toronto, Canada",16,97,-0.84,Negative,Sending positive vibes to everyone today. ✨,Desktop,#Rain,8891.0
99,2025-04-29 09:47:15,"Tokyo, Japan",197,97,-0.03,Neutral,Just got my promotion!! 🎉 Hard work pays off.,Desktop,#Fitness,1394.0
100,2025-04-29 09:18:28,"São Paulo, Brazil",340,4,0.89,Positive,"Some days are tough, but we keep moving forward. 🙌",,#Traffic,6501.0
1,2025-04-30 10:40:32,"London, UK",111,56,0.34,Positive,This new app I'm using is a game changer!,Desktop,#CoffeeBreak,1048.0
2,2025-04-30 04:27:02,"London, UK",97,143,-0.18,Neutral,Sending positive vibes to everyone today. ✨,Desktop,#TuesdayFeeling,1001.0
3,2025-04-30 05:37:49,"Tokyo, Japan",124,166,0.09,Neutral,Is it Friday yet? Need the weekend desperately. 😩,Mobile,#Foodie,285.0
4,2025-04-30 02:58:56,"Berlin, Germany",343,167,-0.78,Negative,Yoga in the park this morning was so refreshing. 🧘‍♀️,,,4347.0
5,2025-04-30 03:02:22,"Paris, France",58,137,0.96,Positive,Reading an amazing book right now. Totally recommend!,Tablet ,#Rain,580.0
6,2025-04-30 06:05:55,"Toronto, Canada",242,62,-0.01,Neutral,Just got my promotion!! 🎉 Hard work pays off.,,#Rain,4408.0
7,2025-04-30 12:58:02,"London, UK",31,134,0.74,Positive,"Self-care Sunday: face masks, tea, and zero responsibilities.",Des ktop,,6000.0
8,2025-04-30 01:00:33,"Berlin, Germany",153,126,0.52,Positive,Overthinking everything... need to chill. 🧘,Tablet,#Traffic,2677.0
9,2025-04-30 04:38:39,"London, UK",371,142,-0.59,Negative,Overthinking everything... need to chill. 🧘,Desktop,#CoffeeBreak,8436.0
10,2025-04-30 00:02:48,"New York, USA",212,78,0.76,Positive,Can't believe how beautiful the sunrise was today! 🌅,mobile,#MorningVibes,7829.0
11,2025-04-30 06:37:33,"Toronto, Canada",91,13,-0.52,Negative,"Some days are tough, but we keep moving forward. 🙌",Tablet,#MorningVibes,9158.0
12,2025-04-30 14:37:12,"Toronto, Canada",488,167,0.97,Positive,Feeling grateful for the little things today. 🌼,MOBILE,#CoffeeBreak,6919.0
13,2025-04-30 16:40:21,"Paris, France",25,112,-0.95,Negative,Just got my promotion!! 🎉 Hard work pays off.,Desktop,,6208.0
14,2025-04-30 02:10:25,,408,130,0.82,Positive,Couldn't resist buying new plants today. 🌱,Mobile,#Foodie,3756.0
15,2025-04-30 14:38:33,,96,41,-0.0,Neutral,Stuck in traffic again... seriously?! 🚗🚦,Desktop,#Rain,7720.0
16,2025-04-30 15:45:56,"Sydney, Australia",261,166,0.31,Positive,This new app I'm using is a game changer!,MOBILE,#Rain,9161.0
17,2025-04-30 08:18:53,"New York, USA",88,122,-0.24,Neutral,Made a vision board today. Feeling super motivated!,mobile,#Fitness,9337.0
18,2025-04-30 14:16:53,"Sydney, Australia",402,196,0.93,Positive,Proud of myself for stepping out of my comfort zone today.,mobile,#TuesdayFeeling,6133.0
19,2025-04-30 10:46:17,"Berlin, Germany",267,73,-0.81,Negative,"Monday motivation: Start where you are, use what you have.",,#CoffeeBreak,2566.0
20,2025-04-30 00:06:57,"Toronto, Canada",475,40,0.16,Neutral,Coffee is life. Don't talk to me before my second cup. ☕,mobile,,5775.0
21,2025-04-30 11:34:37,"New York, USA",84,71,0.6,Positive,Miss traveling so much. Dreaming of new adventures.,Mobile,,6264.0
22,2025-04-30 15:27:20,"Sydney, Australia",46,142,0.83,Positive,Trying out a new recipe tonight. Hope it turns out good!,mobile,,4002.0
23,2025-04-30 07:38:33,"Berlin, Germany",103,41,-0.1,Neutral,Best workout session ever! Feeling strong. 💪 #Fitness,Tablet,#Fitness,1624.0
24,2025-04-30 00:47:57,"São Paulo, Brazil",453,11,-0.67,Negative,Feeling super productive today! Crushing my to-do list.,Desktop,#Traffic,7611.0
25,2025-04-30 17:44:28,"London, UK",335,130,-0.27,Neutral,Met an inspiring entrepreneur today. Great conversation!,Desktop,,2287.0
26,2025-04-30 11:36:00,"Toronto, Canada",282,113,-0.66,Negative,Rainy days make me want to stay in bed all day. ☔,Mobile,#WorkLife,2241.0
27,2025-04-30 04:18:37,"Sydney, Australia",485,160,0.2,Neutral,Woke up to the sound of rain. So peaceful. 🌧️,MOBILE,#WorkLife,5445.0
28,2025-04-30 05:47:24,"Berlin, Germany",7,100,0.47,Positive,Just got my promotion!! 🎉 Hard work pays off.,mobile,#Rain,3421.0
29,2025-04-30 02:28:40,"London, UK",175,106,-0.37,Negative,"Some days are tough, but we keep moving forward. 🙌",Desktop,#Foodie,7465.0
30,2025-04-30 08:29:03,"Paris, France",477,197,0.94,Positive,Learning a new language is so challenging yet rewarding!,Desktop,,5970.0
31,2025-04-30 17:33:38,"São Paulo, Brazil",274,31,-0.76,Negative,Late night thoughts: How amazing is the universe?,Tablet ,#TuesdayFeeling,4441.0
32,2025-04-30 15:31:08,"London, UK",394,45,-0.36,Negative,Huge thanks to everyone who made today unforgettable!,Tablet,,5084.0
33,2025-04-30 15:02:38,"New York, USA",128,62,-0.03,Neutral,New blog post is up! Check it out and let me know your thoughts.,MOBILE,#Foodie,1594.0
34,2025-04-30 12:56:46,"São Paulo, Brazil",20,157,0.27,Neutral,Yoga in the park this morning was so refreshing. 🧘‍♀️,Desktop,,902.0
35,2025-04-30 12:19:39,"Sydney, Australia",259,155,0.76,Positive,Woke up to the sound of rain. So peaceful. 🌧️,Tablet,#MorningVibes,6725.0
36,2025-04-30 15:33:27,"Berlin, Germany",222,58,-0.68,Negative,Sunsets are proof that endings can be beautiful too. 🌇,,#CoffeeBreak,1651.0
37,2025-04-30 08:24:40,"London, UK",282,68,0.12,Neutral,Reading an amazing book right now. Totally recommend!,Desktop,#MorningVibes,1110.0
38,2025-04-30 15:06:59,"São Paulo, Brazil",352,195,0.44,Positive,Reading an amazing book right now. Totally recommend!,mobile,#WorkLife,6198.0
39,2025-04-30 12:29:36,"London, UK",417,153,-0.84,Negative,Met an inspiring entrepreneur today. Great conversation!,Tablet ,#Rain,457.0
40,2025-04-30 01:10:25,"São Paulo, Brazil",132,188,-0.33,Negative,Brainstorming ideas for my next big project!,Des ktop,#Foodie,1606.0
41,2025-04-30 16:28:35,"Paris, France",264,115,0.84,Positive,Is it Friday yet? Need the weekend desperately. 😩,Mobile,#TuesdayFeeling,929.0
42,2025-04-30 03:03:29,"Toronto, Canada",133,59,-0.37,Negative,"Life’s short, eat the cake. 🎂",Desktop,#TuesdayFeeling,583.0
43,2025-04-30 06:58:02,"Toronto, Canada",394,193,0.64,Positive,Family BBQ today! Love days like this. 🍔🌭,MOBILE,#CoffeeBreak,3166.0
44,2025-04-30 05:00:21,"Sydney, Australia",363,130,0.76,Positive,Late night thoughts: How amazing is the universe?,Tablet,#MorningVibes,4126.0
45,2025-04-30 11:47:00,"Sydney, Australia",285,20,-0.77,Negative,"Self-care Sunday: face masks, tea, and zero responsibilities.",Desktop,,7948.0
46,2025-04-30 01:06:36,"London, UK",217,189,0.44,Positive,Just got my promotion!! 🎉 Hard work pays off.,Desktop,#Foodie,6968.0
47,2025-04-30 03:37:51,,162,179,0.81,Positive,Any Netflix recommendations for tonight? 📺,,#MorningVibes,6366.0
48,2025-04-30 14:14:03,"Paris, France",306,174,-0.62,Negative,Trying out bullet journaling — loving it so far!,,#TuesdayFeeling,5736.0
49,2025-04-30 16:36:53,,74,184,-0.13,Neutral,Finally booked my vacation! Counting down the days. ✈️,Desktop,#Fitness,3046.0
50,2025-04-30 00:28:28,"Paris, France",383,149,0.48,Positive,When did it get so cold?! 🥶 Time for sweaters!,mobile,#MorningVibes,4702.0
