user_id,temperature_out,humidity_out,avg_daily_usage,has_solar,home_size,day_of_week,month,work_from_home_days,region,energy_contract,num_children,device_count,energy_consumption,high_usage_flag
user_39,23.1,87.0,2.0,0,99.0,Sat,Apr,2,west,variable,1,3,9.26,0
user_24,21.9,31.6,1.5,1,143.6,Wed,Aug,3,south,variable,1,5,5.0,0
user_242,25.6,43.3,2.4,0,85.9,Sun,Mar,7,west,variable,0,5,22.39,0
user_165,17.7,33.7,4.0,0,137.1,Sun,Dec,7,north,fixed,2,8,29.45,1
user_198,23.9,26.0,4.9,0,161.3,Sun,Apr,5,east,fixed,1,9,27.43,1
user_184,27.1,52.8,5.5,1,107.6,Mon,Feb,0,south,green,2,4,9.47,0
user_116,13.3,59.6,1.5,1,141.7,Mon,Dec,0,north,fixed,1,7,18.11,0
user_9,12.4,51.9,2.3,0,103.5,Tue,Apr,1,west,green,0,4,7.79,0
user_133,16.2,53.1,6.4,1,148.5,Mon,Nov,5,north,fixed,4,8,26.39,0
user_215,20.3,82.5,5.6,0,80.6,Thu,Oct,1,east,variable,1,5,33.27,1
user_268,26.6,72.3,7.3,0,109.4,Thu,Jul,6,east,variable,2,8,32.91,1
user_304,25.0,52.8,6.5,0,138.3,Thu,Jun,1,north,fixed,1,6,29.69,1
user_290,19.7,51.6,4.3,0,111.7,Mon,Dec,5,east,variable,2,8,28.15,1
user_313,20.6,51.8,2.7,0,120.9,Wed,Jun,3,east,variable,1,2,12.89,0
user_49,9.7,80.0,7.7,0,140.7,Tue,Feb,4,east,fixed,4,15,44.45,1
user_470,13.8,63.7,7.0,0,140.6,Tue,Aug,0,east,fixed,1,6,25.85,0
user_20,23.5,75.7,5.5,1,69.3,Wed,Dec,1,north,fixed,2,3,11.02,0
user_133,28.7,87.1,6.6,0,80.3,Tue,Apr,0,east,green,1,1,9.28,0
user_215,22.3,86.5,1.6,0,117.5,Fri,Oct,3,south,green,1,9,21.98,0
user_363,23.3,79.8,7.2,0,173.8,Thu,Dec,0,east,variable,1,7,23.83,0
user_67,19.7,28.8,2.1,0,140.4,Tue,Jun,2,west,fixed,1,9,14.0,0
user_417,24.1,84.8,7.8,0,102.9,Sun,Sep,4,east,variable,2,4,30.58,1
user_376,25.0,78.6,3.6,1,121.0,Sat,Dec,4,west,variable,1,5,10.89,0
user_143,19.4,42.8,3.0,0,93.7,Thu,Oct,3,west,green,2,9,13.91,0
user_122,18.7,67.2,5.2,0,56.3,Mon,Nov,5,south,variable,1,4,22.45,0
user_127,18.5,35.1,5.0,0,110.7,Fri,Aug,2,west,variable,0,2,15.12,0
user_143,27.6,89.5,6.5,1,99.1,Fri,Jul,4,north,green,0,5,9.65,0
user_89,18.9,23.7,2.7,1,94.5,Wed,Feb,0,south,variable,3,4,8.5,0
user_397,22.3,39.5,2.1,0,59.0,Sun,Mar,0,north,fixed,2,1,13.29,0
user_463,21.7,81.7,5.8,0,180.7,Sun,Feb,1,west,fixed,1,8,22.55,0
user_187,22.9,35.4,2.8,0,122.1,Sat,May,2,west,variable,1,2,6.47,0
user_59,12.4,45.9,4.5,0,111.8,Fri,Sep,7,south,variable,0,7,34.29,1
user_438,21.9,46.3,4.4,0,143.9,Wed,Sep,3,east,fixed,2,8,24.87,0
user_252,23.8,57.6,2.9,0,98.9,Wed,Nov,7,north,fixed,0,9,20.12,0
user_12,21.9,54.0,5.2,0,104.9,Thu,Jun,6,west,fixed,1,11,25.7,0
user_35,22.1,68.2,6.0,0,145.4,Thu,Mar,2,south,fixed,0,5,26.85,1
user_268,18.6,49.0,1.0,1,70.7,Tue,Apr,5,south,variable,2,7,9.64,0
user_357,23.7,29.2,6.4,0,114.7,Fri,Apr,4,north,variable,0,9,27.24,1
user_480,21.6,33.0,6.8,0,174.1,Fri,Jun,0,east,green,1,7,17.24,0
user_418,24.3,87.9,7.8,0,124.2,Fri,May,4,west,variable,1,6,28.49,1
user_451,9.2,21.4,7.5,0,120.1,Sat,Feb,5,south,variable,1,5,37.58,1
user_150,20.5,43.9,4.0,0,106.6,Mon,Jul,7,north,fixed,0,3,17.84,0
user_445,18.0,86.5,5.0,0,73.6,Wed,Oct,0,south,fixed,0,3,8.28,0
user_450,30.6,74.7,4.8,0,167.7,Sat,Jul,0,east,green,0,5,18.85,0
user_302,27.3,68.6,7.0,0,83.0,Fri,Jun,4,south,green,0,5,30.03,1
user_346,22.4,73.9,5.3,1,136.4,Wed,Mar,3,south,variable,0,6,13.82,0
user_324,30.5,67.5,4.7,0,50.0,Mon,Jul,2,east,fixed,0,4,17.46,0
user_343,23.8,64.4,5.6,0,113.8,Sat,Jul,7,west,green,0,7,25.54,0
user_107,15.8,73.1,3.0,0,150.4,Tue,Jun,6,west,green,3,12,31.6,1
user_303,35.1,55.1,2.2,0,112.6,Wed,Dec,1,west,fixed,1,5,18.68,0
user_41,27.1,65.7,5.3,1,193.7,Sat,Dec,1,west,variable,2,8,23.82,0
user_281,25.7,86.6,2.7,0,123.8,Sun,Mar,4,west,green,3,6,25.33,0
user_109,34.4,45.3,6.9,0,111.3,Sun,Jun,2,west,variable,0,5,22.32,0
user_288,5.6,34.8,3.1,0,68.3,Wed,Apr,5,east,fixed,1,6,25.01,0
user_214,15.5,61.2,4.4,0,144.1,Wed,Oct,1,east,fixed,0,4,16.49,0
user_486,18.0,81.2,7.7,0,132.6,Wed,Apr,0,south,green,2,8,29.09,1
user_87,22.0,66.6,3.8,0,148.0,Tue,Feb,5,south,variable,3,7,26.18,0
user_337,33.9,27.4,2.3,1,113.4,Mon,Mar,5,west,fixed,2,6,12.21,0
user_222,11.3,62.3,4.3,1,108.5,Wed,Oct,1,east,green,1,6,11.83,0
user_345,13.3,65.9,6.4,1,138.3,Wed,Apr,5,south,green,2,5,24.33,0
user_422,16.7,32.6,1.5,1,98.1,Wed,Oct,3,east,green,1,9,19.71,0
user_130,22.9,77.2,2.2,0,155.7,Tue,Mar,5,south,variable,0,6,21.91,0
user_41,22.6,34.7,6.2,0,122.6,Sun,Dec,5,south,variable,0,4,28.48,1
user_163,25.3,58.9,6.4,0,136.2,Sun,Apr,4,north,fixed,1,7,27.21,1
user_117,17.3,42.3,7.6,0,126.5,Tue,Dec,5,west,fixed,1,4,24.66,0
user_105,25.3,55.1,6.4,1,137.0,Wed,Jan,5,west,variable,2,11,21.5,0
user_268,9.4,27.3,5.9,0,121.6,Fri,Apr,3,west,fixed,2,8,27.02,1
user_361,27.7,55.6,5.4,0,120.7,Tue,Dec,2,west,fixed,1,1,9.41,0
user_156,23.2,37.1,7.8,0,110.8,Tue,Sep,1,east,variable,0,5,19.95,0
user_170,21.4,24.1,2.7,1,143.1,Sun,Oct,5,south,variable,1,5,15.23,0
user_38,16.4,51.8,4.7,0,177.1,Mon,Jun,7,west,green,1,7,27.75,1
user_58,32.3,60.1,6.9,1,147.5,Thu,Dec,1,east,fixed,3,8,9.46,0
user_472,17.5,21.0,6.9,1,137.9,Wed,Aug,2,east,variable,1,4,23.0,0
user_258,21.2,54.0,3.9,0,113.3,Sun,Dec,5,north,variable,0,2,19.8,0
user_353,24.7,43.7,4.1,0,125.8,Fri,Nov,3,east,fixed,3,9,17.86,0
user_174,18.9,31.0,1.5,1,154.6,Wed,Apr,0,east,fixed,1,3,7.26,0
user_387,24.6,51.4,5.6,1,139.5,Wed,May,7,south,variable,0,5,10.72,0
user_347,14.7,23.5,5.5,0,84.7,Wed,Dec,4,west,variable,1,8,27.84,1
user_461,13.4,83.2,1.6,1,106.2,Sun,Apr,2,east,fixed,0,4,9.97,0
user_135,28.5,31.3,4.9,1,152.8,Sun,Jul,0,south,green,1,6,5.0,0
user_239,14.8,78.7,5.3,1,81.8,Sun,Mar,0,south,fixed,0,3,11.7,0
user_101,12.6,47.2,6.4,1,114.4,Thu,May,2,west,variable,1,5,12.37,0
user_292,20.8,74.7,7.5,1,82.3,Wed,May,3,north,green,0,1,14.38,0
user_332,7.4,75.6,5.2,0,154.9,Sat,Apr,7,north,variable,2,13,40.84,1
user_210,25.0,55.7,4.9,0,131.1,Sun,Dec,5,north,variable,1,7,26.0,0
user_445,26.2,87.2,1.1,0,117.1,Sun,Dec,1,west,fixed,0,8,16.74,0
user_87,15.7,89.9,6.4,0,147.6,Sun,Feb,0,south,green,2,5,23.74,0
user_342,13.4,80.7,1.4,0,127.1,Tue,Jan,2,east,fixed,1,5,17.87,0
user_47,24.2,33.1,4.3,0,127.2,Tue,Jul,0,west,variable,2,5,14.93,0
user_224,17.6,88.0,7.4,0,90.6,Thu,Oct,2,east,fixed,0,5,28.12,1
user_374,23.3,75.4,1.9,0,120.6,Tue,Dec,4,west,fixed,2,4,14.0,0
user_89,19.6,56.8,7.1,1,77.4,Thu,May,4,south,variable,0,5,21.14,0
user_436,16.9,20.9,4.7,0,131.2,Sat,Aug,7,west,green,0,8,26.53,1
user_458,17.0,34.6,7.8,0,172.3,Mon,Apr,6,west,green,0,8,27.07,1
user_459,20.7,54.7,5.9,0,182.2,Thu,Aug,3,east,variable,1,6,25.59,0
user_116,23.9,80.4,6.2,1,169.0,Thu,Jun,4,east,variable,1,4,21.0,0
user_31,20.5,39.0,1.6,0,100.6,Sat,May,4,west,fixed,0,6,13.4,0
user_297,12.9,32.2,4.3,1,102.4,Fri,Apr,0,north,fixed,0,1,15.85,0
user_26,27.0,35.6,7.2,0,133.4,Tue,Nov,5,east,variable,0,8,26.15,0
user_167,20.5,48.0,3.0,1,133.5,Thu,Jun,5,west,variable,0,10,21.48,0
user_85,23.5,65.8,6.7,1,154.1,Mon,Sep,1,west,fixed,1,3,18.04,0
user_247,20.1,75.4,7.5,0,108.3,Tue,Mar,6,west,green,0,10,29.61,1
user_214,19.7,67.8,6.3,0,98.6,Sat,Apr,2,west,variable,1,8,23.03,0
user_320,27.0,69.6,2.2,0,163.9,Sat,May,7,north,fixed,0,10,31.13,1
user_251,22.2,49.8,2.4,0,79.2,Wed,Mar,2,south,fixed,0,6,15.3,0
user_268,25.3,33.0,4.9,1,140.8,Fri,Nov,1,east,fixed,0,7,12.06,0
user_369,27.2,49.8,6.9,1,134.6,Mon,Mar,0,north,fixed,1,4,12.3,0
user_244,25.5,40.4,2.0,1,98.9,Sun,Sep,6,north,variable,0,5,15.98,0
user_6,23.5,70.8,7.6,1,121.2,Thu,Jun,1,south,green,0,3,15.85,0
user_29,23.9,56.7,6.5,0,146.8,Sun,Feb,6,west,variable,2,7,27.62,1
user_114,15.1,67.1,3.3,1,111.3,Sun,Jun,0,east,green,1,1,8.16,0
user_93,22.6,51.0,2.4,1,104.9,Sat,Feb,1,east,fixed,2,7,18.22,0
user_355,23.5,70.8,2.2,0,154.4,Wed,Sep,5,north,variable,2,14,27.86,1
user_346,24.9,26.0,7.8,0,102.7,Fri,Mar,5,west,fixed,0,4,32.05,1
user_423,12.9,29.2,7.6,0,125.6,Mon,May,2,south,variable,3,4,27.41,1
user_387,19.9,57.8,7.2,0,123.4,Thu,May,1,south,green,1,6,18.64,0
user_44,21.0,60.6,7.9,0,107.5,Sun,May,0,south,fixed,0,4,17.86,0
user_311,27.1,44.4,2.5,1,78.8,Thu,Oct,3,south,fixed,1,3,11.79,0
user_55,19.6,77.4,2.4,0,134.9,Fri,Nov,4,west,green,1,9,18.42,0
user_432,25.6,80.9,7.6,0,122.2,Sat,Apr,4,north,fixed,2,8,29.77,1
user_145,19.2,29.2,5.4,1,95.8,Mon,Jun,2,west,green,1,5,7.03,0
user_229,21.2,76.4,7.7,0,100.5,Mon,Mar,1,south,variable,0,8,23.06,0
user_433,24.3,82.2,4.2,1,159.8,Sat,Jul,4,north,variable,2,4,17.38,0
user_355,25.9,27.0,8.0,0,66.9,Sat,Aug,2,west,variable,2,5,28.86,1
user_170,17.1,59.5,6.5,0,110.4,Fri,Feb,3,north,green,1,5,24.47,0
user_241,22.5,34.2,7.6,1,116.4,Mon,Aug,4,south,fixed,2,8,20.33,0
user_258,22.1,75.5,5.7,0,105.6,Mon,Oct,7,north,variable,1,6,28.47,1
user_281,27.9,77.7,6.7,0,153.1,Thu,Nov,7,north,variable,2,7,28.3,1
user_57,21.7,70.0,3.5,0,93.6,Wed,Feb,0,east,green,2,1,6.4,0
user_361,30.3,66.8,1.6,0,139.0,Sat,Apr,2,south,variable,1,4,18.09,0
user_286,19.6,66.3,3.2,0,95.5,Sat,Jun,0,east,green,1,1,10.22,0
user_438,21.4,55.9,3.0,0,102.4,Fri,Oct,5,north,variable,1,6,24.09,0
user_164,19.9,40.8,5.1,1,82.5,Sat,Feb,7,south,fixed,3,7,34.6,1
user_106,25.7,35.0,4.2,0,62.1,Fri,Jun,3,west,variable,2,4,15.69,0
user_424,19.5,76.0,7.0,0,101.8,Fri,Oct,4,north,variable,0,1,28.18,1
user_399,16.9,20.3,4.7,0,117.0,Tue,Feb,7,east,fixed,0,9,24.02,0
user_491,18.4,53.3,5.6,1,111.3,Tue,Jun,2,south,fixed,1,5,12.62,0
user_149,16.0,52.8,1.7,1,147.7,Sun,Sep,7,west,variable,1,7,25.18,0
user_471,29.2,61.4,5.2,0,98.9,Thu,Oct,3,west,variable,1,7,25.24,0
user_110,27.1,42.1,5.0,0,134.4,Sat,Aug,3,east,variable,1,4,19.03,0
user_162,16.5,61.1,5.7,0,116.3,Wed,Apr,3,south,green,0,9,23.18,0
user_130,28.2,63.6,4.6,1,143.4,Mon,Feb,5,west,fixed,1,8,28.57,1
user_396,20.0,40.0,3.2,0,161.0,Fri,Oct,6,west,fixed,1,9,29.2,1
user_218,27.2,28.9,6.5,1,130.7,Wed,Jan,4,south,green,0,5,13.53,0
user_254,25.0,82.0,2.0,0,153.4,Sun,Oct,4,north,fixed,2,12,27.17,1
user_255,10.3,42.7,6.6,0,98.0,Thu,Jul,4,east,variable,1,4,21.05,0
user_335,25.8,86.7,1.6,0,74.8,Fri,Feb,0,east,variable,0,3,14.82,0
user_311,13.4,52.7,6.0,0,97.1,Thu,Apr,6,south,fixed,1,7,27.68,1
user_377,28.5,37.8,4.4,0,140.3,Tue,Jul,3,west,green,1,8,20.76,0
user_393,24.3,49.1,2.8,0,115.3,Thu,Oct,3,west,variable,1,5,9.12,0
user_500,24.1,61.3,6.5,0,81.0,Mon,May,7,east,fixed,1,6,27.13,1
user_472,32.0,56.2,1.1,0,107.1,Tue,Oct,6,south,green,2,9,21.91,0
user_343,29.5,88.1,3.6,0,100.9,Mon,Jul,5,east,variable,4,13,31.3,1
user_352,24.8,70.1,3.1,0,125.4,Mon,Sep,0,north,variable,0,7,21.22,0
user_214,19.8,61.2,3.1,0,91.9,Tue,Nov,2,west,fixed,2,7,22.48,0
user_91,19.0,85.7,5.1,0,125.7,Wed,Oct,5,east,fixed,0,8,26.87,1
user_459,26.1,46.4,1.6,0,93.1,Sat,Nov,6,south,variable,0,5,16.51,0
user_137,21.6,59.2,7.1,1,140.7,Mon,Aug,0,east,variable,0,4,14.2,0
user_304,24.9,56.4,7.7,0,110.4,Thu,Mar,4,west,variable,1,6,24.35,0
user_401,26.1,38.7,1.6,0,119.8,Thu,Dec,1,east,fixed,2,3,12.94,0
user_213,18.3,33.6,2.9,1,103.3,Fri,Sep,5,west,green,1,6,12.4,0
user_472,24.7,46.0,7.7,0,140.9,Sun,Aug,6,south,fixed,1,7,26.61,1
user_207,18.8,25.2,3.8,0,72.0,Tue,May,2,south,variable,0,6,17.81,0
user_303,26.6,29.8,6.5,0,127.4,Fri,Jan,0,north,fixed,0,1,19.52,0
user_489,17.1,50.1,7.1,1,142.5,Sat,Sep,0,east,fixed,1,2,22.98,0
user_474,22.0,57.3,6.3,0,103.3,Fri,Dec,5,east,variable,0,5,18.32,0
user_249,13.9,59.8,5.2,0,97.6,Sat,Apr,7,west,variable,0,8,25.18,0
user_338,14.2,53.4,2.3,0,102.8,Thu,Jul,1,east,variable,0,2,13.91,0
user_149,18.6,49.4,4.5,1,190.5,Thu,Apr,3,east,variable,1,10,21.18,0
user_269,21.0,23.0,1.9,0,141.5,Fri,Sep,0,east,fixed,0,2,6.19,0
user_396,26.9,35.9,3.2,0,89.9,Sat,Dec,7,west,green,0,11,16.76,0
user_474,15.0,34.1,2.0,1,131.9,Fri,Jan,6,south,variable,0,11,18.74,0
user_193,18.5,45.2,1.1,0,108.7,Sun,Jul,3,west,variable,2,6,14.27,0
user_14,22.0,65.1,1.1,0,61.8,Thu,Feb,2,north,variable,1,6,15.51,0
user_265,22.2,30.4,1.1,0,83.6,Fri,Aug,3,north,variable,1,7,14.35,0
user_77,18.4,36.8,5.5,1,172.0,Fri,Aug,7,south,fixed,0,9,26.62,1
user_9,12.7,27.7,1.4,1,103.3,Sat,Dec,2,east,fixed,0,4,15.38,0
user_333,26.8,35.4,1.6,0,78.9,Sun,Sep,0,east,green,2,2,6.95,0
user_10,10.6,78.2,1.1,1,146.2,Fri,Oct,6,south,fixed,0,9,30.18,1
user_485,20.8,60.7,6.7,0,109.5,Mon,Nov,5,east,variable,0,5,31.55,1
user_485,27.8,60.0,6.3,0,144.7,Thu,Apr,4,south,fixed,2,7,24.56,0
user_25,22.7,39.1,2.3,0,130.4,Mon,Nov,2,north,fixed,0,4,11.48,0
user_280,21.0,81.8,3.0,0,74.7,Thu,Dec,1,east,green,0,5,8.87,0
user_95,27.2,46.3,2.0,0,137.7,Mon,Sep,3,east,variable,2,9,20.88,0
user_146,22.5,25.6,5.7,0,160.3,Wed,Feb,2,south,green,1,3,17.97,0
user_289,16.0,66.2,3.5,1,145.9,Sun,Feb,0,west,green,1,7,11.22,0
user_196,22.2,25.9,4.7,1,108.5,Fri,Apr,4,south,green,2,6,16.48,0
user_382,14.7,20.5,1.1,0,152.4,Thu,Jun,7,south,variable,0,8,18.73,0
user_45,21.9,66.9,3.5,0,89.3,Tue,May,3,south,variable,1,5,11.11,0
user_50,25.1,39.4,5.0,1,138.7,Thu,Jul,7,east,variable,1,9,22.51,0
user_337,16.2,68.6,3.2,1,97.8,Wed,Feb,0,west,variable,0,3,5.88,0
user_156,18.4,46.7,6.1,0,123.5,Tue,Aug,7,east,fixed,1,9,29.45,1
user_397,20.7,33.4,1.2,0,148.4,Sun,Sep,6,south,variable,1,9,28.67,1
user_122,28.0,44.7,5.3,1,160.9,Fri,Apr,5,south,variable,1,6,19.63,0
user_158,27.2,61.3,4.2,0,120.9,Tue,Jan,2,south,fixed,0,4,26.44,1
user_439,16.6,23.9,2.9,0,133.2,Mon,Nov,3,south,fixed,0,4,13.95,0
user_265,27.2,50.0,5.9,1,112.7,Sun,Aug,1,west,variable,2,7,13.42,0
user_73,14.5,20.6,7.0,0,138.2,Sun,Aug,1,north,green,0,3,22.08,0
user_418,27.9,22.1,6.6,0,161.1,Sat,Jul,6,west,fixed,1,7,26.94,1
user_69,32.0,37.5,7.6,0,113.6,Wed,Jan,2,west,variable,4,8,28.31,1
user_12,34.1,25.4,5.3,0,146.6,Wed,Jul,2,west,green,2,6,18.48,0
user_238,28.5,73.4,3.7,1,156.5,Wed,Aug,1,north,variable,1,6,20.24,0
user_390,11.1,40.7,3.8,0,110.7,Mon,Feb,7,north,green,0,10,33.6,1
user_400,18.6,24.5,4.2,1,135.0,Tue,Aug,0,east,fixed,1,6,8.44,0
user_450,15.5,48.1,1.8,0,82.2,Sat,Jun,5,east,fixed,0,5,27.66,1
user_243,28.1,31.6,3.7,1,152.3,Sat,Apr,1,west,green,0,8,9.78,0
user_111,30.7,22.5,6.5,0,81.8,Thu,May,0,west,fixed,2,1,18.19,0
user_361,20.5,39.1,2.6,0,124.0,Wed,Sep,4,south,variable,0,8,14.18,0
user_372,29.4,27.0,2.5,0,95.1,Thu,Nov,0,east,fixed,1,6,10.78,0
user_395,19.8,85.3,5.0,0,77.2,Sun,Jul,7,east,fixed,1,5,31.33,1
user_192,17.4,39.9,1.5,0,79.9,Fri,Jun,4,east,variable,1,6,18.79,0
user_291,28.4,22.0,7.2,1,147.0,Sat,Mar,6,south,green,2,6,21.08,0
user_399,29.8,38.7,7.9,0,127.1,Mon,Jul,7,east,fixed,1,7,36.43,1
user_357,15.2,86.1,5.7,0,64.3,Mon,Feb,6,east,fixed,2,4,22.26,0
user_129,13.3,34.1,6.4,0,101.9,Mon,Feb,3,east,variable,2,2,21.8,0
user_162,22.2,40.1,6.8,1,137.8,Sun,Jul,0,east,variable,0,3,9.78,0
user_321,22.4,40.8,7.4,0,148.0,Mon,Dec,2,south,fixed,2,8,29.19,1
user_435,25.5,21.7,6.2,0,173.5,Thu,Sep,4,north,fixed,4,10,24.72,0
user_103,13.6,36.1,2.7,0,123.2,Tue,Jan,5,east,fixed,0,7,25.94,0
user_354,12.3,55.6,7.9,1,136.0,Fri,Jan,7,west,variable,1,8,33.02,1
user_222,19.0,32.4,4.9,1,73.2,Thu,Sep,6,east,variable,3,13,22.89,0
user_478,14.0,87.6,5.0,0,143.5,Wed,Nov,4,north,green,0,8,23.3,0
user_359,27.1,35.0,3.7,1,149.7,Tue,Jan,3,north,fixed,2,8,13.93,0
user_172,32.6,80.5,7.0,0,76.1,Sat,Feb,0,west,variable,1,5,22.89,0
user_364,27.7,44.9,5.0,0,144.9,Tue,Oct,1,south,variable,1,8,18.35,0
user_350,24.6,31.8,1.2,0,100.4,Fri,Jan,4,north,fixed,0,3,14.77,0
user_120,16.2,83.8,5.0,0,127.8,Mon,Feb,6,south,variable,0,4,23.2,0
user_159,31.6,50.1,7.3,0,133.4,Sat,Sep,5,east,fixed,1,9,39.54,1
user_229,26.6,28.5,3.1,0,83.0,Sat,Feb,5,east,variable,0,5,24.32,0
user_67,13.9,24.4,4.0,1,99.5,Wed,Nov,1,north,fixed,0,5,9.18,0
user_224,25.7,50.7,1.8,1,137.2,Wed,Nov,5,west,fixed,1,6,8.2,0
user_39,15.4,30.5,3.7,0,157.1,Fri,Jan,2,east,variable,0,2,16.52,0
user_133,26.6,37.7,4.8,0,173.7,Fri,Feb,6,south,green,0,7,36.33,1
user_342,20.9,76.8,4.3,0,120.0,Wed,Dec,3,north,green,0,7,17.59,0
user_469,13.9,32.6,2.7,0,125.8,Sun,Jan,5,west,green,1,9,23.95,0
user_416,30.8,81.2,2.1,0,119.2,Sun,Mar,2,south,green,2,5,12.03,0
user_264,27.2,32.2,6.9,1,131.9,Sun,Oct,7,west,green,0,8,25.99,0
user_12,23.7,57.4,1.2,1,123.4,Thu,Jun,3,east,fixed,1,8,5.25,0
user_397,11.5,85.3,5.8,1,105.9,Mon,Feb,1,north,variable,0,2,12.75,0
user_481,24.5,65.4,6.5,0,148.3,Sun,Dec,1,south,green,0,5,21.16,0
user_392,17.1,37.0,1.1,0,109.5,Sat,May,7,west,fixed,0,8,24.2,0
user_300,30.6,36.2,5.2,0,136.8,Sat,May,7,south,variable,1,10,30.47,1
user_268,15.4,45.8,3.4,0,84.3,Wed,Sep,3,east,fixed,1,4,11.69,0
user_76,30.9,20.7,7.2,0,98.4,Fri,Jan,0,east,fixed,1,3,25.15,0
user_113,27.9,77.0,5.4,0,125.1,Tue,Jul,1,west,fixed,2,7,18.55,0
user_337,22.9,86.3,7.9,1,162.9,Fri,Sep,6,north,green,2,7,36.08,1
user_309,20.3,58.2,1.7,1,123.6,Sun,May,0,south,green,2,5,9.32,0
user_151,23.9,51.2,2.7,0,180.6,Sun,Sep,5,south,fixed,0,6,18.86,0
user_136,21.0,81.4,7.9,0,169.9,Mon,Apr,5,south,fixed,2,11,35.51,1
user_283,17.4,60.7,4.3,1,142.8,Wed,Aug,6,east,fixed,0,9,22.17,0
user_98,24.7,26.5,5.9,0,124.2,Thu,Aug,0,west,variable,2,7,25.57,0
user_477,34.3,40.0,5.9,0,148.1,Sun,Dec,0,east,variable,0,2,15.58,0
user_344,17.0,22.1,3.4,0,97.8,Mon,Feb,4,west,variable,0,5,18.57,0
user_491,15.7,37.6,1.6,0,121.8,Fri,Sep,1,east,green,1,5,16.52,0
user_406,17.1,59.6,2.1,0,129.5,Sat,Jun,6,south,green,1,9,24.31,0
user_361,19.4,80.6,2.7,0,100.1,Sun,Oct,3,south,green,0,3,19.36,0
user_240,26.9,26.1,7.3,0,137.9,Sat,Oct,2,west,variable,2,9,32.47,1
user_25,23.3,27.1,5.3,1,120.0,Sun,Oct,4,west,fixed,3,10,32.74,1
user_379,20.6,69.2,4.4,1,98.2,Sat,Mar,7,south,variable,3,10,27.54,1
user_163,20.2,74.8,5.7,0,107.9,Wed,Nov,5,south,variable,3,8,32.15,1
user_246,24.9,48.1,1.7,0,105.7,Sat,Aug,6,south,green,2,11,21.77,0
user_273,23.1,56.9,7.8,0,179.9,Sat,Feb,0,east,fixed,0,7,30.03,1
user_265,13.8,66.1,5.0,0,177.0,Thu,Jun,3,north,fixed,1,10,31.91,1
user_263,17.0,64.7,7.1,0,99.4,Sun,Jun,7,west,variable,1,9,37.71,1
user_303,22.6,67.5,3.2,1,123.2,Sun,Oct,1,west,variable,0,3,8.85,0
user_323,24.2,63.3,7.9,1,136.9,Mon,Oct,1,north,fixed,2,4,17.21,0
user_204,16.3,25.1,1.4,0,148.6,Tue,Jul,0,south,green,1,10,17.73,0
user_43,13.6,41.6,6.3,0,147.2,Thu,Apr,4,west,fixed,2,10,37.67,1
user_47,22.7,42.3,7.0,0,137.2,Tue,Jan,5,north,variable,0,8,33.4,1
user_336,27.1,73.0,3.5,0,121.0,Thu,Nov,5,north,fixed,4,9,31.23,1
user_460,18.6,44.6,5.7,0,84.1,Sat,Jan,3,west,variable,1,4,20.7,0
user_386,25.0,63.7,3.8,0,146.9,Tue,Feb,5,north,fixed,1,10,27.74,1
user_144,26.1,47.9,2.6,0,64.9,Fri,Aug,3,south,fixed,1,5,9.49,0
user_354,22.4,39.4,3.3,0,110.5,Sun,Mar,0,east,variable,1,2,19.99,0
user_284,18.7,75.1,1.1,0,135.7,Tue,Mar,6,east,fixed,2,6,29.84,1
user_318,24.4,48.1,1.1,0,124.4,Sat,Jan,0,north,fixed,0,3,5.0,0
user_188,18.9,27.4,2.8,0,93.9,Mon,Apr,0,east,variable,0,4,16.18,0
user_29,19.5,83.3,5.0,1,131.3,Sat,Apr,2,north,fixed,0,4,19.09,0
user_184,30.1,84.5,6.7,0,135.7,Fri,Sep,4,east,fixed,3,10,30.6,1
user_325,23.7,53.1,4.0,0,127.1,Wed,Sep,7,west,variable,1,8,26.08,0
user_379,29.5,36.7,6.6,0,95.3,Sun,Mar,3,east,variable,0,3,17.55,0
user_402,26.8,64.9,3.8,1,112.2,Thu,Aug,3,north,fixed,2,9,12.59,0
user_153,18.3,38.3,7.2,0,91.4,Fri,Oct,3,south,green,2,4,26.78,1
user_27,17.0,79.9,3.5,1,93.5,Mon,Aug,7,north,green,2,7,18.06,0
user_395,36.3,21.8,5.0,1,103.7,Sat,Aug,1,west,variable,0,4,21.35,0
user_308,16.8,84.0,1.7,1,92.9,Sat,Oct,3,south,fixed,1,6,10.2,0
user_381,21.9,73.0,1.2,1,88.5,Fri,Aug,4,south,variable,4,7,17.06,0
user_148,20.1,86.0,4.2,0,110.0,Mon,Nov,6,south,fixed,1,5,17.64,0
user_233,24.0,21.1,2.3,1,71.4,Sat,Feb,3,east,fixed,1,5,10.48,0
user_247,24.8,32.0,7.6,1,129.6,Sun,Oct,5,south,fixed,2,8,23.3,0
user_468,22.2,87.0,5.9,1,91.6,Tue,May,5,south,fixed,1,7,22.86,0
user_487,21.8,87.2,7.5,1,113.7,Sat,Jul,3,north,green,1,4,14.72,0
user_352,32.0,37.1,7.5,1,170.1,Thu,Jun,2,south,variable,1,4,21.23,0
user_468,13.8,63.0,6.8,0,89.1,Wed,Aug,2,south,green,3,6,24.64,0
user_67,21.5,72.3,5.2,1,106.9,Thu,Apr,3,east,fixed,0,7,13.3,0
