account_id,monthly_login_freq,num_support_tickets,contract_length_months,avg_product_usage_hours,num_users,nps_score,has_admin_activity,last_activity_days_ago,avg_session_length,feature_adoption_score,customer_satisfaction_score,city,gender,churned,is_heavy_user
A0256,20,18.0,24,38.76,43,6.151765927133749,1,2,2.56,1.0,9.48,San Francisco,Female,0,0
A0257,15,5.0,6,22.91,32,7.440911149186622,0,36,2.24,33.85,8.82,New York,Female,1,0
A0258,21,2.0,3,36.45,88,1.0003305343812192,0,1,1.85,39.86,2.44,Austin,Male,0,1
A0259,21,5.0,6,26.18,23,1.1158194281462284,0,19,1.31,33.92,0.96,San Francisco,Female,1,0
A0260,15,18.0,24,10.24,78,3.861634053429337,0,2,1.37,43.63,4.41,New York,Male,0,0
A0261,18,9.0,12,24.3,13,3.805069528421917,0,7,1.68,63.27,6.76,New York,Male,1,0
A0262,14,9.0,12,18.21,4,1.1654746439381998,1,7,2.6,12.11,1.75,San Francisco,Male,0,0
A0263,13,4.0,6,30.34,52,0.3497326599309271,1,2,1.64,27.26,5.13,San Francisco,Male,0,0
A0264,13,18.0,24,18.1,43,1.9506123586657096,1,38,1.75,50.76,4.25,New York,Female,1,0
A0265,23,18.0,24,39.26,68,5.98443184860684,1,0,0.23,31.56,8.91,New York,Female,0,1
A0266,17,4.0,6,29.09,5,1.7622168180351503,0,33,1.63,99.11,4.3,San Francisco,Male,1,0
A0267,30,2.0,3,28.22,82,5.370411303931634,0,32,0.8,43.14,5.34,New York,Male,1,0
A0268,22,2.0,3,36.56,53,5.254858622039368,0,5,1.26,86.98,9.55,New York,Female,0,1
A0269,24,5.0,6,39.64,70,1.659955513303016,1,18,1.52,89.65,3.0,San Francisco,Female,1,1
A0270,16,9.0,12,29.8,89,2.1537405772860914,0,4,1.35,83.6,2.89,San Francisco,Female,0,1
A0271,22,18.0,24,22.29,86,7.041273289066115,0,21,1.18,4.69,8.0,Chicago,Female,1,0
A0272,16,9.0,12,12.26,27,0.5101378488205603,1,12,1.19,94.77,2.78,Austin,Female,1,0
A0273,15,18.0,24,23.14,32,6.987163752154959,0,5,1.39,12.87,8.32,San Francisco,Male,0,0
A0274,15,9.0,12,23.83,84,0.682233061019587,1,7,1.37,3.44,0.96,San Francisco,Male,0,0
A0275,20,9.0,12,31.07,13,-0.2045086510479509,1,17,1.51,41.44,1.11,San Francisco,Male,1,0
A0276,18,9.0,12,26.55,95,6.76910347426327,0,35,1.47,19.46,9.01,Austin,Male,1,0
A0277,19,5.0,6,36.88,19,3.98605969557347,0,2,2.14,18.42,5.41,Chicago,Female,0,0
A0278,15,5.0,6,23.87,28,4.432783122841205,1,12,0.48,28.78,7.19,New York,Female,0,0
A0279,26,9.0,12,29.43,25,1.644802084990019,0,4,1.62,24.84,2.25,Austin,Male,0,0
A0280,21,2.0,3,41.84,58,0.77668640313824,0,24,1.54,68.48,1.66,San Francisco,Male,0,1
A0281,19,5.0,6,33.42,54,5.958517345251248,0,1,1.43,18.68,8.35,San Francisco,Female,0,0
A0282,16,9.0,12,29.4,50,3.1751306745210464,1,17,1.15,54.31,3.59,Chicago,Male,1,0
A0283,31,18.0,24,23.98,22,4.771016816145352,0,2,1.43,98.64,4.55,Chicago,Male,0,0
A0284,19,9.0,12,23.67,4,-1.041815498826849,1,13,0.68,43.24,0.28,Chicago,Female,0,0
A0285,16,18.0,24,21.49,90,4.835033374656266,1,27,1.6,64.19,3.86,New York,Female,1,1
A0286,13,9.0,12,24.59,33,3.4379122004774976,0,21,1.69,96.94,7.7,Austin,Female,1,0
A0287,23,9.0,12,37.56,29,5.595214904964417,1,20,1.15,13.76,8.21,Austin,Male,1,0
A0288,19,9.0,12,27.78,4,5.481317206484576,0,10,2.47,41.86,6.99,Chicago,Female,0,0
A0289,17,18.0,24,16.5,80,5.124991867735032,0,33,1.44,85.02,6.92,New York,Female,0,0
A0290,19,9.0,12,47.68,6,2.919300480179406,1,13,1.52,93.23,5.06,Austin,Male,0,0
A0291,19,9.0,12,33.2,15,3.5578777496427243,1,37,2.17,60.12,5.38,San Francisco,Female,1,1
A0292,24,9.0,12,15.93,37,4.707999065341166,0,11,2.57,14.34,7.43,San Francisco,Male,0,0
A0293,16,9.0,12,25.58,74,1.1396352430557883,1,10,0.94,90.15,2.47,San Francisco,Male,1,0
A0294,29,5.0,6,31.11,68,2.4736020970210246,1,3,1.21,17.44,2.32,Austin,Male,0,1
A0295,22,2.0,3,47.05,8,7.007015485965047,1,11,1.45,35.29,9.5,Chicago,Male,0,0
A0296,24,2.0,3,18.92,33,-0.4969095952606542,0,2,1.13,37.55,0.28,San Francisco,Female,0,0
A0297,16,18.0,24,39.76,12,1.8725998754332505,1,30,1.92,44.73,1.39,Chicago,Male,1,0
A0298,15,5.0,6,43.99,23,4.297299520876609,0,16,1.07,79.02,5.7,New York,Female,0,0
A0299,19,5.0,6,23.71,76,5.9788621188389595,0,75,2.13,80.21,7.38,San Francisco,Female,1,1
A0300,16,9.0,12,27.22,25,4.395628841923612,1,1,1.81,71.97,5.38,New York,Female,0,0
A0301,25,4.0,6,19.64,5,1.6560049890779274,1,4,2.08,2.21,3.55,Chicago,Female,0,0
A0302,16,9.0,12,27.97,34,6.28581895980303,0,31,1.08,56.48,9.78,Austin,Female,0,0
A0303,25,5.0,6,29.63,22,5.675293605123262,0,7,1.31,74.75,7.04,Chicago,Male,1,1
A0304,25,18.0,24,36.6,76,6.427370265433465,0,9,1.95,44.46,8.31,San Francisco,Female,1,1
A0305,15,18.0,24,40.9,31,0.2590984060358518,1,29,1.86,94.49,0.4,San Francisco,Male,0,1
A0306,21,18.0,24,22.52,54,1.769327383308782,0,11,1.36,82.38,2.36,Chicago,Male,1,1
A0307,17,9.0,12,10.33,48,3.895664895788425,0,3,1.43,63.82,3.74,San Francisco,Male,0,0
A0308,14,9.0,12,29.79,36,0.68942861116417,0,33,1.28,6.24,1.83,San Francisco,Female,1,0
A0309,20,5.0,6,32.94,86,1.0580973811700378,1,0,1.41,65.23,0.73,New York,Female,0,1
A0310,26,2.0,3,32.49,63,1.372807347566106,1,33,1.02,91.16,2.25,Austin,Female,1,1
A0311,25,2.0,3,26.73,74,3.5203187967727794,1,0,0.93,37.94,5.34,Chicago,Female,0,0
A0312,20,9.0,12,31.25,73,5.97077685198719,1,16,2.0,83.81,6.96,New York,Male,1,1
A0313,21,9.0,12,45.15,72,6.24341634898803,0,1,1.4,31.32,7.74,San Francisco,Female,0,1
A0314,30,9.0,12,33.82,13,1.1145096360006386,0,18,2.08,57.01,0.43,New York,Female,1,1
A0315,21,2.0,3,26.27,84,4.301478807154329,0,0,1.8,64.84,4.28,Austin,Male,0,1
A0316,26,9.0,12,25.0,95,0.875003841632759,1,27,1.66,67.8,1.22,Chicago,Male,1,1
A0317,19,9.0,12,28.3,91,3.6989529712949634,0,9,1.14,88.25,4.31,Austin,Male,0,0
A0318,10,9.0,12,46.37,65,2.7277332434065436,0,1,0.89,23.46,4.34,Austin,Male,0,0
A0319,26,9.0,12,28.17,23,3.810166352488442,0,18,1.27,26.24,4.98,New York,Male,1,0
A0320,17,5.0,6,29.8,5,6.1208569456323145,0,10,2.27,70.4,8.93,New York,Male,0,1
A0321,22,18.0,24,25.18,84,5.731995964992718,0,3,1.94,17.72,8.05,Austin,Male,0,1
A0322,16,9.0,12,40.99,90,5.054157025436913,1,0,1.22,46.43,6.37,San Francisco,Female,0,0
A0323,23,5.0,6,49.6,12,5.376779316766527,1,8,1.28,2.0,8.85,Chicago,Female,0,0
A0324,14,5.0,6,34.51,29,6.838387275685459,1,1,1.04,14.1,6.78,San Francisco,Male,0,0
A0325,14,9.0,12,30.83,14,4.726982618500298,1,1,0.73,67.88,8.19,San Francisco,Male,0,0
A0326,18,18.0,24,30.37,9,2.7338113872122674,0,4,1.55,74.75,5.64,Chicago,Female,0,1
A0327,25,9.0,12,6.16,19,4.833110873500067,0,14,2.36,11.53,5.25,New York,Male,1,0
A0328,21,5.0,6,37.45,67,5.859662693962935,1,11,2.37,22.77,7.24,San Francisco,Male,1,1
A0329,14,18.0,24,31.34,66,0.7641198170521551,1,1,1.8,9.89,0.2,New York,Male,0,1
A0330,20,9.0,12,34.28,28,5.45834550926428,0,51,1.2,43.34,6.9,Chicago,Male,1,0
A0331,17,9.0,12,22.89,17,6.532753227153084,1,32,0.78,12.61,9.35,San Francisco,Male,1,0
A0332,14,9.0,12,26.16,35,4.100745628514168,0,4,2.02,43.73,7.14,New York,Female,0,0
A0333,22,5.0,6,25.89,64,0.3348045581937263,0,1,1.72,73.21,0.37,New York,Male,0,1
A0334,25,9.0,12,40.22,49,1.968838288487888,1,42,1.34,68.34,3.78,San Francisco,Male,0,1
A0335,22,5.0,6,26.21,97,6.64511973341775,0,9,1.26,28.05,8.1,Chicago,Male,1,0
A0336,20,18.0,24,50.83,37,6.565942618497861,0,5,1.8,67.38,9.59,Austin,Female,0,1
A0337,16,9.0,12,34.31,67,1.7645028032074883,0,10,1.09,92.77,3.7,New York,Female,1,1
A0338,18,9.0,12,17.24,74,5.565614158347006,0,22,1.62,34.75,8.41,Chicago,Male,1,0
A0339,22,9.0,12,28.71,78,6.460931454275625,1,2,0.89,32.91,8.64,San Francisco,Male,0,0
A0340,22,18.0,24,23.48,85,0.297275447196025,1,21,2.61,57.14,1.23,New York,Male,1,1
A0341,14,18.0,24,8.06,27,5.099779604433569,1,20,1.16,24.55,8.46,New York,Male,1,0
A0342,25,9.0,12,45.99,59,2.511687211491912,1,11,1.82,65.16,3.24,New York,Female,0,1
A0343,23,9.0,12,37.03,34,4.395966571108723,0,30,0.9,83.23,5.93,Chicago,Female,0,1
A0344,11,9.0,12,35.33,65,3.26605682462887,0,2,1.42,45.93,5.39,New York,Male,0,0
A0345,25,9.0,12,31.65,14,4.169961694381677,0,13,1.94,67.95,6.63,New York,Male,1,1
A0346,22,5.0,6,16.18,65,5.412049937357636,0,8,2.05,65.19,7.4,San Francisco,Female,1,1
A0347,15,9.0,12,25.16,79,1.6389156585026756,0,8,1.88,3.87,4.41,New York,Female,1,0
A0348,14,4.0,6,38.42,94,4.808536225623445,1,4,1.43,18.34,8.88,Chicago,Male,0,0
A0349,15,18.0,24,19.49,3,4.944555778747564,1,6,1.17,89.35,8.09,San Francisco,Male,1,0
A0350,17,4.0,6,4.68,53,5.281552848288152,0,1,0.96,93.89,7.85,Austin,Male,0,0
A0351,25,18.0,24,27.73,72,3.5169075655980047,1,4,2.25,78.04,4.58,San Francisco,Female,0,1
A0352,15,9.0,12,28.58,10,1.741356216949552,0,4,1.55,92.12,0.38,New York,Female,0,0
A0353,21,9.0,12,31.36,70,4.30165962320202,1,19,1.64,30.61,4.92,Austin,Female,1,1
A0354,21,9.0,12,37.29,7,6.126061470036572,1,0,2.08,24.77,8.98,San Francisco,Female,0,1
A0355,21,5.0,6,36.38,91,1.310983792097311,0,15,1.79,38.43,1.9,New York,Male,1,1
A0356,24,4.0,6,32.59,88,5.8784706353621905,0,3,1.44,5.53,9.83,San Francisco,Female,0,1
A0357,27,2.0,3,41.96,94,5.6374868640076095,1,1,1.87,80.99,8.08,Chicago,Female,0,1
A0358,19,9.0,12,14.81,41,4.681341361079862,1,5,1.19,98.42,7.1,New York,Female,0,0
A0359,15,9.0,12,35.05,25,5.061718560338089,1,3,0.72,82.4,6.77,Chicago,Male,0,0
A0360,24,9.0,12,36.27,70,3.281769056447677,1,12,2.21,55.5,5.87,New York,Female,1,1
A0361,13,5.0,6,17.6,54,5.566346514241172,1,6,1.23,29.53,7.21,Chicago,Female,1,0
A0362,15,5.0,6,14.97,6,4.486738913002577,0,50,1.35,19.77,4.22,Austin,Female,1,0
A0363,15,9.0,12,22.54,49,5.8062398515431415,0,49,1.39,36.41,8.45,Chicago,Male,0,0
A0364,21,18.0,24,23.38,23,5.273711722098941,0,8,1.2,66.7,6.96,San Francisco,Female,1,0
A0365,18,9.0,12,37.53,58,6.087143991711112,0,23,2.05,44.71,7.71,New York,Male,1,1
A0366,28,9.0,12,23.85,68,5.142779528114163,0,0,1.69,93.41,7.92,San Francisco,Male,0,1
A0367,22,9.0,12,21.44,61,0.8680924818104168,1,11,1.35,85.42,0.92,Chicago,Female,1,1
A0368,21,2.0,3,23.88,9,0.4045924007817948,0,20,0.86,10.24,0.56,New York,Male,1,0
A0369,20,18.0,24,41.19,51,5.704676098548831,0,3,1.65,13.15,8.01,Chicago,Female,0,0
A0370,16,9.0,12,30.13,18,1.0399902161445334,1,0,0.27,67.62,2.59,Austin,Male,0,0
A0371,11,5.0,6,28.21,19,4.0985101742589425,0,2,1.62,23.08,5.82,Austin,Male,0,0
A0372,18,9.0,12,28.9,86,3.6059982912454496,0,8,2.17,79.1,4.44,Austin,Female,1,1
A0373,19,5.0,6,42.92,89,1.6051436077950416,1,10,1.53,59.14,0.22,Chicago,Female,0,1
A0374,24,18.0,24,22.51,77,1.2392708260852068,1,7,2.1,22.98,0.4,Chicago,Male,1,1
A0375,23,5.0,6,43.16,36,7.9421824575115565,0,8,0.89,47.87,8.27,Austin,Male,0,0
A0376,25,9.0,12,32.1,35,3.48865243711195,0,9,2.52,40.61,6.08,Chicago,Male,1,1
A0377,20,5.0,6,28.4,28,4.540320636720677,1,22,2.05,87.32,5.24,San Francisco,Male,1,0
A0378,19,9.0,12,55.01,68,6.791342005738351,0,1,1.74,3.22,9.44,Chicago,Female,0,1
A0379,19,9.0,12,19.44,65,3.400802933217672,0,21,1.2,89.58,1.73,San Francisco,Male,1,0
A0380,15,9.0,12,26.46,89,0.9977017146448484,1,17,1.12,65.21,2.58,Austin,Male,1,0
A0381,21,9.0,12,17.68,43,4.459278157819224,0,20,1.46,73.75,7.57,Chicago,Female,0,0
A0382,24,18.0,24,39.52,88,4.825607354555977,0,19,2.1,0.26,7.75,Austin,Male,0,1
A0383,15,2.0,3,46.89,60,0.7111042756901926,0,9,0.84,62.82,4.05,New York,Female,0,1
A0384,22,5.0,6,46.7,81,6.131244978319238,1,3,1.51,58.85,9.51,Chicago,Female,0,1
A0385,19,5.0,6,42.24,12,5.806867338446302,1,11,1.87,53.72,9.38,Chicago,Female,0,1
A0386,19,18.0,24,28.02,17,0.2343937864762076,0,47,1.96,78.59,0.12,Austin,Male,1,0
A0387,29,5.0,6,26.35,44,1.5457559757771593,0,13,1.87,55.59,1.72,Austin,Female,1,1
A0388,29,9.0,12,13.29,95,7.616170839215886,0,0,0.79,85.71,8.2,Austin,Female,0,1
A0389,15,9.0,12,50.36,59,3.29542383818605,0,0,2.07,23.26,3.35,New York,Female,0,1
A0390,26,5.0,6,34.69,89,0.0880963443375968,0,74,1.53,80.6,0.95,New York,Male,1,1
A0391,24,4.0,6,25.08,19,4.596585328651641,1,1,0.96,17.93,7.85,Austin,Male,0,0
A0392,17,5.0,6,43.28,62,3.6769191715065057,0,0,1.49,81.31,4.55,Chicago,Male,0,1
A0393,28,9.0,12,20.27,11,2.1237667929793576,0,6,0.52,94.05,4.92,Chicago,Male,1,0
A0394,14,5.0,6,34.07,38,3.133458765854354,0,52,1.79,33.57,1.86,Austin,Female,1,0
A0395,27,2.0,3,28.27,75,5.806440120721287,0,5,1.44,52.99,6.61,San Francisco,Female,0,1
A0396,21,18.0,24,36.39,82,3.387824347895295,0,7,0.86,65.83,5.51,New York,Female,1,1
A0397,29,18.0,24,29.36,38,-0.2641345290908781,0,15,1.35,7.95,2.07,New York,Male,0,0
A0398,18,5.0,6,15.49,50,3.733872374165413,1,0,1.15,49.41,3.4,San Francisco,Female,0,0
A0399,14,5.0,6,30.76,53,4.0644601547473815,1,34,1.18,36.06,5.97,Austin,Male,1,0
A0400,11,2.0,3,40.49,99,7.712816311973461,0,10,0.37,87.25,9.25,Chicago,Male,0,1
A0401,20,9.0,12,29.71,97,4.845572341205632,0,9,0.66,87.67,9.2,Chicago,Male,1,1
A0402,9,18.0,24,37.75,72,1.4166249770462271,0,29,1.39,70.08,2.88,New York,Female,1,1
A0403,19,5.0,6,19.54,76,5.157243699718183,0,45,1.3,65.57,7.36,San Francisco,Female,0,0
A0404,15,5.0,6,29.74,82,5.478980593764741,1,8,1.99,73.37,7.76,Chicago,Male,0,1
A0405,26,9.0,12,23.75,70,5.212934528520756,0,2,1.18,36.6,8.09,New York,Female,0,0
A0406,14,9.0,12,37.47,24,4.619849932347499,1,25,1.24,40.45,5.71,Chicago,Male,1,0
A0407,24,2.0,3,30.31,79,-0.9906204293825944,1,7,1.26,55.37,0.11,Chicago,Female,0,1
A0408,24,9.0,12,36.9,82,5.191620514978706,1,41,1.4,93.8,7.62,Chicago,Male,0,1
A0409,25,5.0,6,40.88,95,0.8692956317118988,1,44,1.55,72.4,1.07,New York,Male,0,1
A0410,21,5.0,6,36.92,8,1.3334388340587489,0,1,1.3,55.1,1.17,San Francisco,Male,0,1
A0411,24,9.0,12,32.73,28,4.953614878088889,1,47,1.79,77.04,6.06,Austin,Female,0,1
A0412,21,18.0,24,20.02,77,5.763357908162131,1,6,2.65,37.09,9.84,San Francisco,Female,1,1
A0413,17,9.0,12,29.97,90,0.1668858292643777,1,15,1.09,73.05,2.43,Chicago,Female,1,1
A0414,20,18.0,24,24.67,95,5.799676821898508,0,0,1.7,41.07,6.46,San Francisco,Female,0,0
A0415,18,9.0,12,26.56,5,2.460314011979591,1,32,1.51,27.97,3.04,Chicago,Female,1,0
A0416,8,9.0,12,26.25,54,5.5445134634434465,0,15,2.02,60.97,8.99,New York,Male,0,1
A0417,17,9.0,12,20.2,76,5.7091519755225235,1,15,1.6,68.69,5.94,New York,Female,0,1
A0418,22,18.0,24,10.43,62,1.5646746342928586,0,34,1.14,45.93,2.07,New York,Male,0,0
A0419,21,18.0,24,23.32,65,3.013297184063826,1,10,0.92,56.55,2.62,Chicago,Female,0,1
A0420,27,2.0,3,31.93,67,3.091518481410109,0,7,1.81,69.41,4.32,San Francisco,Female,0,1
A0421,19,18.0,24,16.52,54,2.914747924881987,0,30,0.96,76.77,1.22,Austin,Female,1,0
A0422,30,18.0,24,30.16,92,2.3083408424432044,0,20,2.09,89.56,0.79,Austin,Male,0,1
A0423,22,9.0,12,49.0,78,4.511035851520926,0,44,1.78,35.45,6.8,New York,Female,0,1
A0424,14,5.0,6,40.23,16,3.820570950954356,0,42,1.54,95.15,4.07,Austin,Male,0,1
A0425,17,18.0,24,46.44,91,5.727375949585148,0,7,0.84,63.73,7.26,Chicago,Female,0,1
A0426,23,18.0,24,33.91,74,2.1386315575323485,1,8,1.84,78.77,1.1,San Francisco,Male,1,1
A0427,18,5.0,6,41.68,70,3.305076539419895,1,4,2.31,69.98,6.1,Austin,Male,0,1
A0428,25,18.0,24,22.76,30,3.787051459998439,1,16,1.29,20.56,4.43,Austin,Male,0,0
A0429,24,2.0,3,23.56,73,1.4644244868495877,0,6,1.13,7.14,0.58,San Francisco,Male,1,0
A0430,14,3.0,6,2.61,12,2.056260513576886,0,23,1.45,72.63,5.45,Austin,Female,1,0
A0431,21,9.0,12,41.86,59,-0.6022585126657751,0,1,1.73,51.11,0.83,San Francisco,Female,0,1
A0432,14,9.0,12,45.4,68,3.756767822239899,1,1,1.23,70.22,8.28,Chicago,Male,0,1
A0433,15,9.0,12,24.47,92,4.154593165555442,1,3,1.95,47.68,6.32,Chicago,Female,0,0
A0434,23,2.0,3,27.46,52,4.616542255795962,0,1,2.46,31.22,5.57,Chicago,Male,0,0
A0435,15,18.0,24,22.46,16,2.433357052096028,0,14,1.67,28.5,1.33,New York,Female,1,0
A0436,16,2.0,3,33.83,18,2.083094780419775,1,2,1.34,73.05,2.87,Chicago,Female,0,0
A0437,21,5.0,6,41.25,56,5.079615545571292,1,2,1.72,27.68,4.93,Austin,Female,0,1
A0438,10,2.0,3,12.57,45,3.0508985417851084,1,0,2.09,71.47,6.33,New York,Male,0,0
A0439,24,9.0,12,34.09,44,-0.4223824393551547,1,22,1.58,38.4,1.83,New York,Female,0,1
A0440,23,18.0,24,27.23,83,0.0074523011033812,0,25,1.74,77.09,0.09,New York,Male,0,1
A0441,21,9.0,12,31.13,24,2.799065448939307,0,2,1.85,14.28,3.45,Chicago,Female,0,1
A0442,25,18.0,24,34.59,70,3.3483052519059067,0,20,1.06,20.5,4.83,New York,Male,1,1
A0443,20,2.0,3,28.12,21,-0.7794421000398766,0,8,1.73,68.59,1.84,Chicago,Female,1,0
A0444,19,9.0,12,28.96,68,3.3548799604872115,0,4,0.83,56.02,4.92,Chicago,Male,0,0
A0445,26,9.0,12,27.86,41,1.0615304994951464,0,14,1.17,20.39,3.38,New York,Male,1,0
A0446,21,9.0,12,39.7,75,3.854672548830038,0,2,2.07,90.28,4.55,New York,Male,0,1
A0447,24,2.0,3,34.19,21,2.7955982460968483,0,21,1.94,27.59,3.47,Austin,Female,1,1
A0448,14,9.0,12,32.21,18,3.4561202136726448,0,0,1.36,42.11,6.28,New York,Male,0,0
A0449,28,9.0,12,17.29,56,-0.2128669173366935,0,47,2.35,20.23,0.43,Chicago,Female,1,1
A0450,25,9.0,12,26.21,27,0.1377864781110482,0,1,0.84,38.8,1.71,Austin,Male,0,0
A0451,17,9.0,12,38.99,20,2.968320902726828,1,12,1.4,49.16,4.33,Austin,Male,1,0
A0452,16,5.0,6,30.38,25,3.4471423205012384,1,34,1.64,29.52,3.56,Chicago,Male,1,0
A0453,24,9.0,12,36.6,87,1.758273953664456,0,0,0.1,76.91,3.92,New York,Female,0,1
A0454,22,5.0,6,47.67,13,6.132046515517843,0,10,1.42,39.39,8.04,New York,Female,0,0
A0455,21,18.0,24,40.39,41,5.671742381627558,0,6,0.94,72.95,8.86,San Francisco,Female,0,1
A0456,22,9.0,12,30.93,70,0.950127167737656,1,13,0.95,20.71,2.49,New York,Female,1,1
A0457,26,5.0,6,24.89,27,5.744969640045442,0,3,1.36,37.7,8.36,San Francisco,Female,0,0
A0458,30,18.0,24,4.46,65,2.1777576775806256,0,1,0.59,0.81,4.59,Austin,Female,0,0
A0459,21,9.0,12,28.32,98,1.364350694652818,1,14,1.1,75.86,2.74,Austin,Female,1,1
A0460,15,2.0,3,26.74,32,5.697122107411151,0,8,0.6,62.59,9.85,Austin,Male,1,0
A0461,17,9.0,12,33.9,47,7.739725132916389,0,14,1.56,81.78,8.25,San Francisco,Male,1,1
A0462,24,5.0,6,28.46,92,6.993263551971728,0,3,1.55,45.56,9.94,Chicago,Female,0,1
A0463,26,18.0,24,26.8,63,0.4762744920074145,0,6,1.33,79.97,1.68,Chicago,Female,1,1
A0464,19,18.0,24,12.21,53,1.221979910734222,0,12,2.0,64.76,1.44,Austin,Female,0,0
A0465,20,18.0,24,20.6,11,3.4086719503091705,1,13,1.35,0.36,5.03,San Francisco,Female,1,0
A0466,19,9.0,12,34.77,78,4.2520304004667775,0,6,1.49,25.37,6.39,San Francisco,Female,0,0
A0467,15,9.0,12,47.16,4,1.811166700043425,1,4,1.05,49.39,1.71,Austin,Male,0,0
A0468,21,9.0,12,29.02,7,6.7775077100473045,0,4,0.35,61.87,8.6,New York,Female,0,0
A0469,13,5.0,6,33.28,64,3.1934988523894723,0,2,1.43,6.56,5.32,Austin,Female,0,0
A0470,24,9.0,12,39.52,71,2.30118175935532,0,5,1.36,70.51,4.11,San Francisco,Female,0,1
A0471,29,9.0,12,21.89,54,3.938948302848355,0,3,2.35,54.35,6.02,New York,Male,0,1
A0472,20,2.0,3,33.67,88,2.1430788352644146,0,15,1.83,52.58,6.35,Chicago,Male,1,1
A0473,19,9.0,12,22.6,7,-1.214191062198552,0,12,1.29,29.2,0.43,New York,Male,0,0
A0474,17,18.0,24,38.65,61,8.366874267444524,1,7,1.57,59.48,10.0,Chicago,Male,1,1
A0475,26,18.0,24,31.51,70,4.192967713501284,0,5,1.95,2.75,3.64,San Francisco,Female,0,1
A0476,17,2.0,3,32.98,11,0.1849639604436216,0,4,1.76,6.47,0.62,Austin,Male,0,0
A0477,23,2.0,3,22.17,95,6.540556963055766,0,11,2.33,73.39,8.52,Austin,Male,1,1
A0478,27,5.0,6,37.07,24,7.262250154543536,0,37,1.11,32.19,9.93,Austin,Male,1,0
A0479,32,18.0,24,50.85,29,8.790880808455238,0,17,1.99,34.7,8.16,Austin,Male,0,1
A0480,26,5.0,6,19.92,12,7.083574911434576,0,20,1.29,20.84,8.52,Austin,Male,1,0
A0481,13,9.0,12,26.6,82,4.254082408519233,0,26,1.6,44.56,6.26,San Francisco,Female,0,0
A0482,26,5.0,6,32.32,63,5.498459559399574,0,6,1.22,5.2,9.22,San Francisco,Male,1,1
A0483,23,9.0,12,37.86,53,-1.3544463202575725,1,0,1.43,30.04,0.36,Austin,Male,0,0
A0484,15,5.0,6,24.4,12,5.572463635867223,0,14,1.61,52.71,7.67,New York,Male,1,0
A0485,24,8.0,12,1.67,8,3.9406492547156966,0,3,1.8,46.56,6.71,Austin,Female,0,0
A0486,18,4.0,6,43.59,64,-1.0722537095976743,1,12,1.53,99.97,0.5,Chicago,Female,0,1
A0487,9,9.0,12,37.61,7,3.161427115757473,1,20,0.26,38.88,5.44,Chicago,Female,1,0
A0488,15,4.0,6,12.57,72,2.523451996385605,1,22,1.46,38.7,5.15,Chicago,Female,0,0
A0489,17,9.0,12,23.92,65,6.531141635072564,0,5,2.24,50.36,6.92,Chicago,Female,0,0
A0490,18,18.0,24,45.68,58,1.4276397569494503,1,10,1.46,19.03,0.78,Austin,Female,0,0
A0491,21,5.0,6,44.48,61,5.6270273586833826,0,14,2.25,87.63,8.05,Chicago,Female,0,1
A0492,23,18.0,24,39.39,65,2.452944138890026,0,25,1.44,57.23,1.39,New York,Female,1,1
A0493,22,9.0,12,28.24,91,3.010368307647618,1,21,0.71,19.21,4.19,Austin,Male,0,0
A0494,12,5.0,6,30.83,61,5.305715798671736,0,66,1.28,79.34,8.81,Chicago,Male,1,1
A0495,22,9.0,12,28.69,53,5.450124077269657,1,0,1.22,3.43,5.61,Austin,Female,0,0
A0496,19,5.0,6,41.28,52,3.1989100436846583,1,8,1.39,98.26,3.8,Austin,Male,0,0
A0497,18,9.0,12,21.24,6,-0.7012461543264564,1,4,0.91,86.51,0.48,Austin,Female,0,0
A0498,12,9.0,12,21.94,50,4.513661321916391,1,1,1.5,57.96,6.72,San Francisco,Male,0,0
A0499,6,5.0,6,40.1,34,6.033381746615241,0,36,1.34,11.13,9.87,Chicago,Male,0,0
A0500,20,9.0,12,29.56,53,5.001200269035663,0,92,2.14,21.53,9.12,San Francisco,Female,1,0
A0501,19,18.0,24,43.78,54,5.945177547531641,1,2,0.89,27.94,7.17,New York,Male,0,0
A0502,25,18.0,24,23.28,76,2.6444166404701304,1,0,1.62,24.1,1.05,New York,Female,0,1
A0503,14,9.0,12,29.45,36,0.2744324261808588,1,4,1.71,49.75,2.39,San Francisco,Female,0,0
A0504,21,18.0,24,20.78,38,1.8719692366905707,1,27,1.89,94.46,1.87,Chicago,Male,1,1
A0505,21,9.0,12,30.07,72,1.8343574308781727,1,5,1.32,44.42,3.55,Austin,Female,0,1
A0506,19,4.0,6,15.21,45,1.1648746162353036,1,0,1.61,66.16,2.36,New York,Male,0,0
A0507,22,18.0,24,25.12,18,1.1156060757611308,0,0,1.68,68.86,2.44,New York,Male,0,1
A0508,20,9.0,12,15.64,61,3.455009230320184,0,8,0.68,87.16,6.17,New York,Female,1,0
A0509,18,9.0,12,36.94,55,2.2815216279448265,1,40,1.34,3.38,3.19,Chicago,Female,1,0
A0510,10,9.0,12,37.17,21,3.908049883588961,0,5,1.48,40.43,6.77,San Francisco,Female,0,0
A0511,14,18.0,24,12.7,91,6.906456825779839,0,8,1.54,78.47,9.48,San Francisco,Female,1,1
A0512,28,18.0,24,43.34,97,4.415761890550862,0,1,1.54,81.49,6.38,Chicago,Female,0,1
