date,revenue,unique_users,leads,costs
2020-05-14,16966.5379647779,1763,31,8290.684624246313
2020-05-15,18162.40639530372,1707,25,8315.541668877064
2020-05-16,17944.84650871159,1755,23,8299.371147824042
2020-05-17,16331.045028183584,1702,35,7790.429133570355
2020-05-18,18101.303592418884,1895,31,8935.698925749532
2020-05-19,17533.217135358365,1723,32,8980.865078138548
2020-05-20,17652.854590040282,1758,22,8017.18756161954
2020-05-21,17637.18919473845,1611,17,8907.512148297756
2020-05-22,17537.380816434772,1718,20,8089.22068100575
2020-05-23,17278.580037254607,1816,23,8056.7223071445915
2020-05-24,16872.672715506546,1744,29,8303.43418304021
2020-05-25,18206.023649439183,1870,26,8391.6965564408
2020-05-26,18077.07686379598,1812,16,8065.378006803446
2020-05-27,18012.81111429828,1801,18,8223.132271762508
2020-05-28,17707.217480222975,1704,21,8553.72393945378
2020-05-29,17899.8903762018,1859,15,8123.631026551478
2020-05-30,17841.749814305,1826,18,8559.481239525001
2020-05-31,17738.7326119763,1823,28,8571.223716823348
2020-06-01,17772.09953315596,1724,21,8421.407908137659
2020-06-02,18331.472947288843,1617,15,8698.319375270008
2020-06-03,18676.701274196592,1977,18,7956.398645543805
2020-06-04,17483.723719624355,1700,13,8472.014986586344
2020-06-05,18605.69103351781,1774,10,8148.357672267621
2020-06-06,17266.399586523054,1795,18,8268.78597478905
2020-06-07,17894.77919623156,1750,25,8055.8378657659705
2020-06-08,17987.640425528294,1904,25,8299.08925498307
2020-06-09,17474.596749814453,1809,24,8015.521130334575
2020-06-10,17568.97003517695,1825,28,8304.188665656113
2020-06-11,18410.38299906499,1704,14,8647.438473557904
2020-06-12,18517.65924257534,1972,17,8146.031313332624
2020-06-13,17184.91999021053,1744,17,7795.003298522206
2020-06-14,17953.444667620668,1758,20,8865.135253668046
2020-06-15,17548.217726975694,1769,24,8304.170732688091
2020-06-16,18338.498152932523,1656,23,8137.85986893177
2020-06-17,17756.29548694507,1816,23,8519.994352368414
2020-06-18,18023.833093930527,1699,30,8324.348443613544
2020-06-19,18359.059417429227,1700,16,8829.8033101362
2020-06-20,17138.4056506459,1561,21,8470.589589101348
2020-06-21,17357.214707686806,1846,28,8148.757054270026
2020-06-22,18781.134167677534,1815,32,9161.286477426265
2020-06-23,17965.64218287899,1949,31,8199.821734195239
2020-06-24,18645.632252183324,1810,32,8162.96234431959
2020-06-25,17634.223964121407,1592,11,8923.51787721993
2020-06-26,18432.861944463853,1731,12,8464.527938642717
2020-06-27,18105.21882540066,1934,25,8713.458133536797
2020-06-28,16112.68283402792,1595,38,9037.922388816629
2020-06-29,17661.73044509305,1711,27,8447.32215486264
2020-06-30,18307.998857283044,1846,19,8336.237379414979
2020-07-01,17874.848670747484,1837,33,7868.778403812114
2020-07-02,18116.491640711174,1923,29,8619.973914202228
2020-07-03,17581.12994185332,1902,23,8040.439448127793
2020-07-04,17126.29826417187,1676,28,7772.7878337812945
2020-07-05,16952.74588674163,1562,32,8258.812911027308
2020-07-06,18309.78303038571,1789,40,7784.162094838211
2020-07-07,17796.165090055307,1805,35,8010.4400749938695
2020-07-08,17778.605384319948,1681,37,8236.573674861276
2020-07-09,17342.53591926241,1638,18,8225.710250050033
2020-07-10,17241.19953038984,1758,28,7910.801553982188
2020-07-11,16453.149255065615,1640,31,8354.38276381059
2020-07-12,16799.019783592285,1683,40,8461.523821163273
2020-07-13,17071.651261201252,1631,40,7663.867827561969
2020-07-14,17355.412452752935,1712,46,8182.014496011479
2020-07-15,18174.688483594375,1725,28,8284.897796199184
2020-07-16,17497.14728737836,1838,35,8407.720909007363
2020-07-17,16821.35846823017,1785,37,8572.167800287387
2020-07-18,16756.007947256483,1490,48,9113.010722476198
2020-07-19,15870.698806374898,1494,40,8142.316571627791
2020-07-20,15723.376026994787,1422,46,8079.279014492408
2020-07-21,16154.526954522673,1550,34,7901.870854202537
2020-07-22,15637.801813286424,1555,26,7761.802695339213
2020-07-23,16310.632429596306,1486,39,8176.874814789329
2020-07-24,16407.423361810103,1548,35,7442.853741177601
2020-07-25,16396.963213627125,1539,44,7433.025642336254
2020-07-26,15631.517636890687,1583,35,8306.34400983026
2020-07-27,16016.66747390201,1608,46,8228.237960613658
2020-07-28,16448.015790578334,1572,51,7810.149470043014
2020-07-29,14833.850768226137,1501,39,7945.775891403421
2020-07-30,15962.421502349383,1541,34,7907.364994918213
2020-07-31,16134.414661544613,1586,32,8384.487119873796
2020-08-01,14163.311848102154,1583,27,7472.5081086158725
2020-08-02,15377.444263378642,1671,46,8096.41608486659
2020-08-03,15627.202566881753,1432,37,8632.92797161117
2020-08-04,15152.208961569639,1598,40,7428.423300944886
2020-08-05,15577.74143066738,1638,25,7628.031728752046
2020-08-06,16297.882032884034,1514,23,7904.894865630819
2020-08-07,15154.43068903656,1597,36,7436.078431009726
2020-08-08,14338.436712878623,1587,29,8389.712740857634
2020-08-09,13885.432408404295,1276,42,7943.385921174005
2020-08-10,14341.025905085917,1342,36,7464.449210643314
2020-08-11,15082.091672027584,1609,24,7050.824312357576
2020-08-12,14140.089954264853,1441,33,7494.79578000322
2020-08-13,14505.447745657475,1505,21,7562.463995374097
2020-08-14,14132.785687331461,1447,27,7375.421190184046
2020-08-15,13763.563539908151,1415,26,7414.962389816183
2020-08-16,13593.965679316441,1226,22,6899.067533233386
2020-08-17,14599.659574673942,1564,32,7295.326878721386
2020-08-18,13730.422290826948,1490,40,7264.895967595454
2020-08-19,13755.911401013327,1352,26,7590.388646662699
2020-08-20,13307.854002807677,1326,19,7148.6522315835755
2020-08-21,13482.535404536367,1195,24,6735.620898607386
2020-08-22,13051.927551950335,1356,23,6858.145032026486
2020-08-23,13151.605145926507,1372,27,6591.385650747828
2020-08-24,12973.188285535447,1291,22,7445.7578286886055
2020-08-25,13781.647968036563,1490,26,7380.170054092311
2020-08-26,13938.738281278633,1360,25,7041.546517162601
2020-08-27,13383.296630575991,1394,12,7258.344969366179
2020-08-28,14032.306368578988,1301,23,7174.681904585039
2020-08-29,11876.095256954148,1185,19,7153.08799007336
2020-08-30,11561.577255665026,1138,19,6915.077703456669
2020-08-31,11967.372338164336,1219,30,7116.574613160426
2020-09-01,13529.573740734295,1316,21,6098.488110193534
2020-09-02,13035.621294204902,1290,22,6547.74960578171
2020-09-03,12609.675506895284,1343,14,6578.111528385088
2020-09-04,12708.696926682633,1227,15,7282.480339443651
2020-09-05,11189.499238287019,958,21,6938.743437193054
2020-09-06,12911.006264559172,1466,24,6734.091541597858
2020-09-07,12441.049658974582,1382,15,6551.2511690025
2020-09-08,12371.932310160635,1107,18,6378.495742532635
2020-09-09,12623.463676376698,1331,24,7094.773048612599
2020-09-10,12447.040308539878,1194,15,6389.313200367216
2020-09-11,12267.100828173785,1253,14,6737.821819152412
2020-09-12,10961.268009820098,1125,13,6856.951988371855
2020-09-13,11546.362162132778,1131,19,6518.692657476484
2020-09-14,12958.589793512756,1217,17,6503.773356979735
2020-09-15,12650.111845979223,1195,25,6357.5636575758945
2020-09-16,12736.739386132824,1182,19,6123.882343152047
2020-09-17,11650.245019297252,1081,14,6992.554052628645
2020-09-18,11379.759588465817,1131,19,6526.427241696007
2020-09-19,11033.417072668815,1031,26,7139.877923749812
2020-09-20,11098.995126793545,1178,39,7196.421829405666
2020-09-21,12346.155518653906,1383,24,6155.700836029199
2020-09-22,10933.887932785728,1035,36,6470.287480513048
2020-09-23,12529.114813775515,1276,31,6111.675966573457
2020-09-24,11672.736589919428,1217,20,7016.1329077355085
2020-09-25,11528.901945634663,1200,25,5900.588857110154
2020-09-26,10480.10986330405,1055,26,6902.910471660969
2020-09-27,10155.784463811431,1089,34,6239.924286909023
2020-09-28,12145.090530442389,1262,43,6396.575206960888
2020-09-29,11773.705812326603,1053,38,5834.725376447022
2020-09-30,11098.861524294876,1196,34,6293.440480412156
2020-10-01,11106.352629421193,1199,26,6392.43305280084
2020-10-02,11599.30287924232,1083,22,6697.701021497529
2020-10-03,11868.257590914012,1190,32,6226.429048809762
2020-10-04,10923.743294526863,1160,44,6297.564077286699
2020-10-05,11074.989286251252,1086,33,6524.117635992735
2020-10-06,11729.9267456923,1280,34,6331.929875776549
2020-10-07,11745.872780749372,1410,36,6340.233122420324
2020-10-08,10566.40635338727,978,28,6781.597155181698
2020-10-09,11923.473240396394,1054,29,6285.549587957876
2020-10-10,11124.054410340594,1142,35,6875.304877206965
2020-10-11,11629.62704992744,1235,34,6619.3511960625165
2020-10-12,13001.073590395139,1277,39,6332.1954754105045
2020-10-13,12687.984650287855,1414,45,5900.699941575013
2020-10-14,12041.36191293891,1070,31,6579.476385029761
2020-10-15,11676.604789980738,1236,27,6736.099820288479
2020-10-16,13573.523593674023,1296,32,7366.976360835257
2020-10-17,11626.297728670055,1334,42,6622.850836031623
2020-10-18,11666.318622100667,1365,42,6262.321614583668
2020-10-19,12462.726730757511,1169,42,6727.909224798694
2020-10-20,12641.983447344315,1209,43,6814.860806328265
2020-10-21,12541.573339767428,1340,30,6328.540394404944
2020-10-22,12400.33749124731,1201,37,6751.9666590653815
2020-10-23,12489.695883915849,1244,36,7079.335857737038
2020-10-24,12075.184654265448,1210,36,6617.1944963509795
2020-10-25,11900.698870368431,998,47,6706.322598752145
2020-10-26,12649.185183894595,1263,38,6741.938242227998
2020-10-27,13144.297620353049,1245,47,6827.552749734462
2020-10-28,13051.274714696327,1255,37,6747.432961763628
2020-10-29,14020.5738866038,1546,31,6728.721435791929
2020-10-30,12034.964848508764,1077,32,6962.3840045548695
2020-10-31,13250.057125453997,1406,34,6803.848710951851
2020-11-01,13423.103463443877,1314,45,6762.888443905305
2020-11-02,12610.946199689231,1233,34,6687.769711772068
2020-11-03,13575.619821800772,1436,33,7542.67466588612
2020-11-04,13662.224518638308,1400,38,6761.815296825844
2020-11-05,13246.745335493359,1381,25,6551.374947025958
2020-11-06,13665.638622224766,1463,32,6811.467615047109
2020-11-07,12854.707910124933,1252,39,7316.044889208429
2020-11-08,14392.895509348604,1378,32,7108.569236906939
2020-11-09,14842.591099151761,1375,39,7052.130278942493
2020-11-10,15119.658961662846,1429,27,6581.00665454579
2020-11-11,14954.894852289519,1790,31,7345.581690296558
2020-11-12,14140.667592342197,1538,25,6983.390691544787
2020-11-13,14554.9340687352,1320,25,7578.925658556102
2020-11-14,14424.656643772516,1310,22,7747.925771513235
2020-11-15,13682.363084146224,1416,21,6866.840536712556
2020-11-16,15513.974075180366,1606,33,6906.724737571661
2020-11-17,15151.85791520813,1570,18,7801.2283606402125
2020-11-18,15199.561438309336,1494,22,6921.181033392491
2020-11-19,15857.716172268547,1573,24,7994.976576337256
2020-11-20,15839.853105986256,1616,20,7499.35807500309
2020-11-21,14802.852595059348,1488,31,7511.281986410402
2020-11-22,15678.652173099854,1345,30,7888.838661529558
2020-11-23,15424.053415189699,1519,23,7486.756274771944
2020-11-24,16388.006298113705,1553,24,7480.604921566498
2020-11-25,16491.808183314424,1666,19,7589.148827482728
2020-11-26,16155.379811898656,1914,8,7231.0679915354
2020-11-27,16587.703043016598,1695,11,8017.646511852031
2020-11-28,15163.063798229326,1484,16,7868.550112930952
2020-11-29,16364.032253496576,1728,13,7799.506495036185
2020-11-30,16672.29459339268,1715,25,7613.262629880732
2020-12-01,16615.3556846039,1703,21,8026.339249797639
2020-12-02,17512.355097699558,1811,10,8172.223931964808
2020-12-03,16745.89219934891,1880,17,8290.935143269397
2020-12-04,16503.047196079555,1537,19,7892.973294648665
2020-12-05,15787.09880613155,1626,20,7734.951662458841
2020-12-06,16975.398795442,1604,21,8609.642874551526
2020-12-07,16887.92927669087,1744,28,7932.584906422106
2020-12-08,18509.987486870326,1759,27,7511.489703033449
2020-12-09,16694.696897974827,1627,21,8217.660110977535
2020-12-10,18685.51613053494,1839,12,8416.515019408249
2020-12-11,18042.910530027882,1901,18,8546.081079235459
2020-12-12,17237.58102236112,1815,26,8391.98161977426
2020-12-13,17110.37229883599,1586,22,8930.554820715543
2020-12-14,18427.591381889066,1848,38,8089.958802787747
2020-12-15,18302.635656749775,1759,24,7969.137275010493
2020-12-16,18964.71511789377,1770,23,8420.372838634728
2020-12-17,18559.91629742642,1834,16,7714.493645423589
2020-12-18,18665.766826865834,1835,21,8445.953989075435
2020-12-19,17744.648995679763,2017,16,8260.165174880729
2020-12-20,17981.80013556194,1841,26,8425.00874879787
2020-12-21,18995.925918788642,1761,26,8510.084021350991
2020-12-22,18066.585300731695,1750,31,8215.921385331676
2020-12-23,18325.07437843285,1934,32,8228.8616650348
2020-12-24,19446.11326498861,2153,28,8369.634680747948
2020-12-25,19233.010690278647,1764,13,9107.548970265114
2020-12-26,18376.434478696414,1649,39,9057.76091477826
2020-12-27,18546.214241594655,2041,35,8485.214233419698
2020-12-28,19527.056491195133,1991,33,9244.538232474662
2020-12-29,19147.328449339537,1827,36,8393.090696467068
2020-12-30,19089.652700717317,1962,33,8602.62051447791
2020-12-31,19635.961216721793,1700,26,8839.134759389464
2021-01-01,19069.453938741975,1907,27,8546.27394242567
2021-01-02,19069.026009566533,1939,27,9022.05151329704
2021-01-03,18067.47504511461,1899,33,8928.554324189536
2021-01-04,20234.811531653377,1922,34,8577.870754656818
2021-01-05,20005.593509404043,2009,29,8329.330969729817
2021-01-06,19943.96221250947,1901,33,8152.164009418648
2021-01-07,20351.53705184948,2060,33,8578.029424815384
2021-01-08,20734.767518713932,1983,33,9005.345117345763
2021-01-09,19698.654224797992,1929,38,8624.188986067522
2021-01-10,18308.07950103952,1731,41,9025.792961799281
2021-01-11,19373.395164748064,2002,39,9631.46081169729
2021-01-12,19733.074758543924,2059,44,9269.386139315873
2021-01-13,20088.479753374326,1985,29,8482.740782081071
2021-01-14,20361.882734864637,2040,29,8785.893131581473
2021-01-15,19765.49074815639,1831,29,9483.88479238948
2021-01-16,19494.77006467098,1919,43,9182.770762119912
2021-01-17,19044.460509266337,1899,47,9010.222882496433
2021-01-18,19884.928759204424,2250,46,8501.841789310782
2021-01-19,19503.69472844955,1839,48,8966.592984850717
2021-01-20,19759.58210103529,2122,34,8962.135284554759
2021-01-21,19557.40190813193,2055,37,8775.983170407235
2021-01-22,19755.26357232632,2003,34,8938.469245076276
2021-01-23,20027.92824197383,2178,43,8818.802641836079
2021-01-24,19032.30899084621,1940,42,8812.010852679878
2021-01-25,21577.139366372725,2196,42,8180.232454429196
2021-01-26,20509.632855594373,2045,45,8941.844051477308
2021-01-27,20355.552013325734,2157,42,9000.50348797628
2021-01-28,19832.300252627047,2092,31,9283.721043241849
2021-01-29,20608.21688339813,1998,34,9168.647767142907
2021-01-30,19215.117626977033,1789,32,8879.880391990144
2021-01-31,19557.1636697131,1935,28,9057.822578675947
2021-02-01,21517.828277026674,2071,43,9117.508105758587
2021-02-02,20179.847211237175,2011,43,8482.762825888507
2021-02-03,20791.129175527727,2202,37,9266.914541213468
2021-02-04,19852.105462583088,1939,22,9734.028087167666
2021-02-05,20172.04925626626,2012,29,8872.4821341927
2021-02-06,20309.506314546856,2036,23,9386.675245483651
2021-02-07,19093.962703378944,1994,44,9116.85523962104
2021-02-08,21045.854536886425,1879,33,9244.30514738323
2021-02-09,20474.60098029605,1986,42,8584.575125565532
2021-02-10,19819.56484669514,2003,36,9030.17077332347
2021-02-11,20396.122240582205,2159,23,9142.846672188207
2021-02-12,20544.431710770088,2005,21,9035.031914056437
2021-02-13,19596.48114982858,1771,31,9737.233979686602
2021-02-14,18477.141081533162,1909,28,9209.398686390965
2021-02-15,19624.68807840617,1898,34,9047.432770596874
2021-02-16,19839.897134451065,1865,29,8217.356033121801
2021-02-17,19901.30684735652,1927,17,8960.071564643855
2021-02-18,20223.26486735572,2003,11,8483.843522279269
2021-02-19,19975.793513355347,1937,23,8650.937469285467
2021-02-20,18442.964630643448,1623,22,8870.986364480603
2021-02-21,19274.17958253748,2017,25,9491.902997716803
2021-02-22,20112.637563587417,2138,33,9224.710050006332
2021-02-23,20060.39387088238,2071,33,8485.538136240957
2021-02-24,20294.002130217737,1915,21,8874.74149385289
2021-02-25,20143.7137894265,1994,16,8853.675561214892
2021-02-26,19929.57950815982,1992,20,9060.014268134319
2021-02-27,18888.306407942488,1948,14,9110.201662498763
2021-02-28,18066.538010170494,1873,25,9333.745105532356
2021-03-01,19835.751663614115,1910,29,9269.02728917963
2021-03-02,19699.06976596621,1978,27,8814.685137044438
2021-03-03,19705.72132620585,2016,9,8311.257135787317
2021-03-04,18906.748363987484,2036,12,9173.272187401271
2021-03-05,18980.33076353708,1968,11,8882.130389928949
2021-03-06,19273.777016100892,2006,19,8587.142087247814
2021-03-07,18704.427859445186,1878,25,8551.038171622964
2021-03-08,19792.680546922125,2120,32,8719.457324196423
2021-03-09,19444.589120203258,1985,20,9055.197839929691
2021-03-10,19424.6361276078,1856,16,8556.26990618641
2021-03-11,19859.108192207088,2126,21,8575.044550704757
2021-03-12,19113.082203570764,1981,17,8850.399241050023
2021-03-13,18651.28138674431,1820,25,8861.427650299305
2021-03-14,18355.224143565076,1787,25,9013.483746332951
2021-03-15,19103.32307247206,1939,20,9009.886115857558
2021-03-16,19151.305366907305,1961,17,8901.061388050262
2021-03-17,19403.429568551113,1960,12,8328.303981355024
2021-03-18,19040.648685583947,1935,20,8546.153884326935
2021-03-19,19896.78631224068,2159,24,8433.33199678555
2021-03-20,18061.748456442347,1913,31,9030.673571649475
2021-03-21,18407.050157231082,1859,30,9146.840638176498
2021-03-22,19023.373446957725,1996,34,8874.511315299527
2021-03-23,19960.82681700916,1892,24,8346.095367515207
2021-03-24,19331.084472080773,1972,18,8962.14981423902
2021-03-25,19745.590881311295,2155,25,8858.67939005182
2021-03-26,18485.161852181307,1826,24,9119.118756543065
2021-03-27,18611.16962585552,1776,26,8442.050389832113
2021-03-28,18923.60602503846,1827,32,9127.295685177212
2021-03-29,19272.534595804413,1818,35,8266.807653501464
2021-03-30,19768.200252872983,1898,38,8243.14483197617
2021-03-31,18982.355924036478,1861,35,8573.050334481524
2021-04-01,19952.691171483515,1854,28,8606.022561706717
2021-04-02,20405.96309682707,2042,31,8863.980167546382
2021-04-03,18335.070143661058,1923,33,8262.412286853469
2021-04-04,18305.18934295104,1739,33,9273.452243385356
2021-04-05,20017.55426415919,2153,42,9460.094817403051
2021-04-06,20095.031686542472,2060,30,7916.318300856073
2021-04-07,19059.6507612344,2009,38,8785.094144585277
2021-04-08,19128.26100387658,1847,24,8762.107690301269
2021-04-09,19216.158638711684,2007,32,9285.602167057577
2021-04-10,17954.927061156865,1686,31,8697.361280570394
2021-04-11,18189.312065611248,1907,42,8747.110970387273
2021-04-12,18919.41481441789,1909,42,8709.31829678714
2021-04-13,19061.769710590474,1961,33,8750.116879617104
2021-04-14,19453.817824693815,1827,39,8084.917215925866
2021-04-15,19615.03791245177,1871,31,8858.176545945871
2021-04-16,20301.197313063392,2089,38,9048.929962644008
2021-04-17,18305.998308261456,1735,38,9051.047371570268
2021-04-18,19327.739832981082,1979,44,9581.921048032556
2021-04-19,19510.1237112626,1814,39,8931.675165101607
2021-04-20,19625.02102353946,2047,40,8778.990939256495
2021-04-21,20020.849617504373,1878,36,8766.4947592919
2021-04-22,19156.773111400835,1970,39,9223.058936284582
2021-04-23,19944.993577957077,2057,43,8885.199608345427
2021-04-24,19123.58092252337,1842,34,8889.89215069257
2021-04-25,19324.007481109795,1990,48,9138.853594581738
2021-04-26,20010.601757430195,2027,33,8836.029491681444
2021-04-27,21132.657605543478,2059,36,8313.256549086846
2021-04-28,19625.826504331417,1861,33,8642.148179380789
2021-04-29,19719.528648116262,1775,27,9188.890411205619
2021-04-30,19714.37050150122,2006,26,9757.40890713917
2021-05-01,19039.638805460945,1747,39,8921.08676388838
2021-05-02,19040.582001281233,1913,39,9311.317714605086
2021-05-03,20746.081034472823,2048,44,8506.858674007088
2021-05-04,20904.45735251897,2158,43,8578.912602192913
2021-05-05,19951.7349777881,1964,36,8625.60206523814
2021-05-06,19864.037864927242,1953,34,9189.45648210009
2021-05-07,20559.16887975295,2129,30,9296.56552223075
2021-05-08,19340.66543026579,1967,27,9192.793780554088
2021-05-09,19976.56086294655,2029,42,8825.769308027026
2021-05-10,20554.80772825345,2102,35,9209.459270011823
2021-05-11,19738.589248323227,1820,31,8788.662761982521
2021-05-12,21313.12292217573,2206,30,8715.20128771662
2021-05-13,21479.941837412676,2209,22,9132.342311751603
2021-05-14,20317.894458928964,1930,24,8878.478915527832
2021-05-15,19722.306228374266,1947,30,9344.412707151805
2021-05-16,20100.469494982543,2006,34,9453.510388198238
2021-05-17,20915.58576155223,2078,29,9118.070399862707
2021-05-18,21117.82012951176,2145,28,8787.00331478008
2021-05-19,21833.140421538963,2326,31,9411.955268686143
2021-05-20,20778.28398425445,2186,24,8923.831539704765
2021-05-21,20505.487837735596,1919,31,9119.05500631256
2021-05-22,19501.94572093281,2012,30,10383.931213728756
2021-05-23,19862.130359385912,2119,33,8922.087788779565
2021-05-24,20995.974914927487,2138,22,8745.519948907753
2021-05-25,21943.645883553156,2303,30,9070.926739780207
2021-05-26,20820.20876511337,2283,21,8335.50315168361
2021-05-27,21222.30907242219,2224,15,9228.210301486515
2021-05-28,21132.292867777305,2138,18,10226.841242588893
2021-05-29,21013.415126050008,2205,25,8782.581852887992
2021-05-30,21709.961432504973,2185,26,8772.103376005043
2021-05-31,20956.83899301415,2098,21,8889.933499745883
2021-06-01,21001.77347498719,2065,27,9573.532408319099
2021-06-02,21791.176772171966,2335,16,9850.421445747235
2021-06-03,21630.971717469576,2081,16,9133.275058810692
2021-06-04,22232.580553460903,2376,14,9505.495763696477
2021-06-05,20868.609630930216,2136,17,9954.429629905188
2021-06-06,20412.584070016506,1901,26,10025.495439569819
2021-06-07,21651.258059424326,2201,19,9595.873581684316
2021-06-08,21922.050830308628,1982,32,8570.141373978067
2021-06-09,21787.730272480425,2241,9,8877.511544282044
2021-06-10,21638.89399378255,2252,12,9367.33615934672
2021-06-11,21924.2977769953,2133,17,9498.933610119071
2021-06-12,21229.20749903933,2135,22,9479.961261441513
2021-06-13,21337.096665315556,2329,23,9827.336577513965
2021-06-14,21719.652424639742,2121,26,9959.617861104864
2021-06-15,21308.808576155745,2024,26,9317.260153534364
2021-06-16,21460.553779409027,2294,19,9730.674462410212
2021-06-17,21983.011713592557,2394,25,9623.19413738125
2021-06-18,20961.554929414873,2096,22,9411.994364705493
2021-06-19,20792.30698035025,2180,26,9710.129380955697
2021-06-20,20396.909853689533,2173,22,9616.579128549141
2021-06-21,21341.203922837474,2059,29,9905.809831953791
2021-06-22,21946.93758918756,2146,26,8806.168744066706
2021-06-23,21381.756475162456,2261,19,8964.521686379254
2021-06-24,21285.52556980083,2297,23,9364.405507765057
2021-06-25,20556.077303742986,2111,20,9715.917083893664
2021-06-26,20830.423352546022,1995,30,9794.915088679663
2021-06-27,20748.92112415894,2273,26,9378.338100769402
2021-06-28,22224.281054806634,2169,42,8740.154296271034
2021-06-29,20952.835144697256,2061,28,9501.881174700307
2021-06-30,21177.97241474245,2152,30,9451.163967090271
2021-07-01,21152.373813630344,2270,30,9084.726718628168
2021-07-02,21773.31718173291,2262,24,9284.709303307936
2021-07-03,20141.49011591424,2055,35,8876.349175218646
2021-07-04,20280.85247617859,2074,30,9146.316814838483
2021-07-05,21145.170803375884,2118,46,9261.152476431032
2021-07-06,20882.108244098043,2144,37,9285.226444246868
2021-07-07,20510.894370362737,1798,31,9119.304795105232
2021-07-08,20774.218842936047,2047,29,8957.873940785958
2021-07-09,21154.839106294425,2139,35,9528.652262116615
2021-07-10,19293.435930700303,1814,32,8723.126563930296
2021-07-11,19809.706657581715,2019,36,9331.299790022098
2021-07-12,20077.587119588035,1987,41,9102.248531100859
2021-07-13,20957.53620494775,2271,35,8678.327654450934
2021-07-14,19528.769227301687,2110,46,9094.19322168603
2021-07-15,19939.283278751125,1947,31,9179.71095559427
2021-07-16,20333.81319988611,2018,38,9688.351583551115
2021-07-17,20102.566128361876,2002,39,8833.954658289069
2021-07-18,19209.71428185979,1875,37,9073.720242514339
2021-07-19,19636.020400910103,1983,44,8968.822763244536
2021-07-20,20773.534205688156,2001,46,9085.366803295401
2021-07-21,19026.650522457785,1789,37,8894.76009896049
2021-07-22,18567.38630975352,1919,41,8861.313166036718
2021-07-23,19801.42417690821,2043,40,8690.935116478699
2021-07-24,18493.581237522845,1768,43,8807.436425636604
2021-07-25,18145.816941732162,1904,40,8679.584336132692
2021-07-26,19671.14195922135,1903,39,8736.375210168078
2021-07-27,19348.173484976393,1960,39,8162.7582604351
2021-07-28,18852.39760102027,1967,38,8886.508827670837
2021-07-29,18401.379978733334,1836,36,9048.776241034726
2021-07-30,19383.866264952343,1983,22,8735.727736216406
2021-07-31,18427.933990356625,1791,36,8314.609415361836
2021-08-01,17957.61331079363,1776,41,8273.869545093597
2021-08-02,19584.1426470981,1937,40,9205.93699852157
2021-08-03,18028.744036694294,1728,46,8569.678779367401
2021-08-04,17703.410955754367,1752,36,8222.107873137877
2021-08-05,18022.118061661604,1647,37,9028.149563496827
2021-08-06,18246.77666751868,1775,29,8164.3037547743925
2021-08-07,17542.424506725376,1725,37,8761.276195810424
2021-08-08,17201.09871066134,1694,44,8812.475578967498
2021-08-09,18148.573296067796,1790,44,8334.060778894771
2021-08-10,17247.562324161387,1718,29,8074.126277908355
2021-08-11,18496.049569937135,1897,29,7374.889653590718
2021-08-12,17634.067352641367,1850,24,8000.097757354928
2021-08-13,18134.998961095545,1748,27,7772.427764761089
2021-08-14,16899.24647831882,1569,31,8589.371973277355
2021-08-15,16858.2101983731,1581,27,8192.350094460002
2021-08-16,17567.17644523325,1707,33,8036.89904210409
2021-08-17,17409.208084763817,1705,20,7985.424730756278
2021-08-18,17410.470160560955,1664,32,8209.064203806134
2021-08-19,17658.225933402726,1636,18,8428.50473854465
2021-08-20,16997.32863159294,1654,21,7652.86134117148
2021-08-21,16409.95691757528,1659,22,8184.662004023137
2021-08-22,15918.033365513002,1651,32,7882.465546929334
2021-08-23,17341.555091234837,1678,14,8369.717198619965
2021-08-24,16193.133864656389,1578,26,8158.231000178634
2021-08-25,17342.96034216186,1641,20,7506.0018417565625
2021-08-26,16334.985210743753,1630,15,7972.652966650332
2021-08-27,15553.750978899325,1470,25,7719.560044247425
2021-08-28,15498.850564501729,1607,15,7527.050084229156
2021-08-29,15011.601811644709,1322,27,8001.2860152552985
2021-08-30,16441.530809082484,1608,27,7584.271929767759
2021-08-31,15615.811795751732,1591,29,7940.707694120876
2021-09-01,15641.859924091277,1582,15,7173.957778104646
2021-09-02,14845.000397599131,1753,11,7746.722358249765
2021-09-03,15490.504484485527,1584,21,7232.785961313784
2021-09-04,13683.747357118225,1267,21,7391.270808179107
2021-09-05,14034.980379862052,1393,15,7098.905520459273
2021-09-06,15890.670268090546,1411,22,7945.943448999592
2021-09-07,15839.24953215837,1575,25,6895.645652510049
2021-09-08,15597.387026961644,1476,23,7247.746819382
2021-09-09,14841.966019375774,1575,12,7652.972059268622
2021-09-10,15244.943864438554,1469,1,7370.935279843668
2021-09-11,14462.95360120843,1434,22,7628.7259811369995
2021-09-12,13834.195649520141,1319,18,7632.320805371811
2021-09-13,15866.423566508522,1760,16,7211.15534156856
2021-09-14,15507.528306934812,1518,11,7581.619917581942
2021-09-15,14915.314636442596,1674,25,6895.342418412733
2021-09-16,14999.063920481192,1581,19,7615.031892130703
2021-09-17,15052.556654869093,1553,17,7811.463428983458
2021-09-18,13143.204601382891,1351,29,7275.5635437669325
2021-09-19,14009.192485417001,1440,31,7510.991633945117
2021-09-20,14513.537586801931,1258,38,7421.3597478243
2021-09-21,14328.541843783933,1404,22,6981.771782426013
2021-09-22,14666.728791057645,1551,25,6488.536013968051
2021-09-23,15687.182689150093,1563,14,6805.156731478154
